name,state,type,confirmed,sign,ordinance,showcase,id,Status
Marshall,AR,"1","3","0","0","0","676",Probable
Mankato,MN,"1","2","0","0","0","675",Possible
New Ulm,MN,"1","2","0","0","0","674",Possible
West Portsmouth,OH,"3","2","0","0","0","673",Possible
Fremont,MI,"1","3","0","0","0","672",Probable
Biwabik,MN,"1","0","0","0","0","671",Do not Know
Paynesville,MN,"1","2","0","0","0","670",Possible
Bonanza,AR,"1","4","0","0","0","669",Surely
Stafford,CT,"1","2","0","0","0","668",Possible
Kalamazoo,MI,"1","1","0","0","0","667",Unlikely
Brillion,WI,"1","2","0","0","0","666",Possible
Waseca,MN,"1","2","0","0","0","665",Possible
Granite Falls,MN,"1","3","0","0","0","664",Probable
Manhattan,IL,"2","3","3","0","0","663",Probable
Petersburg,KY,"3","4","0","0","0","662",Surely
Throckmorton County,TX,"4","4","3","0","0","661",Surely
West Point,AL,"1","3","0","0","0","660",Probable
Coral Gables,FL,"0","0","0","0","0","659",Do not Know
Mountain View,AR,"0","3","0","0","0","658",Probable
San Juan Bautista,CA,"0","0","0","0","0","657",Do not Know
Justice,IL,"0","0","0","0","0","656",Do not Know
Caro,MI,"1","3","0","0","0","655",Probable
Delmar,NY,"2","4","4","0","0","654",Surely
Mequon,WI,"2","4","0","0","0","653",Surely
Harvard,IL,"1","2","0","0","0","652",Possible
Mansfield,IL,"1","2","0","0","0","651",Possible
Piatt County,IL,"4","3","0","0","0","650",Probable
La Moille,IL,"1","2","0","0","0","649",Possible
Williamsville,IL,"1","2","0","0","0","648",Possible
Cherry,IL,"1","2","0","3","0","647",Possible
White Heath,IL,"1","2","0","0","0","646",Possible
Marseilles,IL,"1","3","3","0","0","645",Probable
Jasper County,IL,"4","3","0","0","0","644",Probable
New Lenox,IL,"2","0","0","0","0","643",Do not Know
Lexington,IL,"1","2","0","0","0","642",Possible
Ivesdale,IL,"0","0","0","0","0","641",Do not Know
Pittsfield,IL,"1","1","0","3","0","640",Unlikely
Monroe County,IL,"4","3","3","3","0","639",Probable
Chesterfield,IN,"1","2","0","0","0","638",Possible
Attica,IN,"1","4","0","0","0","637",Surely
Stinesville,IN,"1","3","3","0","0","636",Probable
Mitchell,IN,"1","2","0","0","0","635",Possible
Bloomer,WI,"1","2","0","0","0","634",Possible
Morocco,IN,"1","3","0","0","0","633",Probable
Peru,IN,"1","1","0","0","0","632",Unlikely
Perry County,IN,"4","0","0","0","0","631",Do not Know
Laurel,IN,"1","2","2","0","0","630",Possible
Fruita,CO,"1","4","0","3","0","629",Surely
Cannelton,IN,"1","3","3","0","0","628",Probable
Greendale,IN,"1","3","0","0","0","627",Probable
Fairmount,IN,"1","2","0","0","0","626",Possible
Janesville,WI,"1","4","0","0","0","625",Surely
Roanoke,IL,"1","3","0","0","0","624",Probable
Gulfport,FL,"1","2","1","0","0","623",Possible
Perryton,TX,"0","0","0","0","0","622",Do not Know
Perryton,TX,"1","3","3","0","0","621",Probable
Solon,OH,"2","2","0","0","0","620",Possible
Orange,TX,"1","2","0","0","0","619",Possible
Anon,CA,"0","0","0","0","0","618",Do not Know
Hooker,OK,"1","3","0","0","0","617",Probable
Euclid,OH,"2","8","0","0","0","616",Unlikely / Always Biracial
Chesapeake,OH,"1","2","3","0","0","615",Possible
Garrettsville,OH,"1","2","0","0","0","614",Possible
Beverly,OH,"1","2","0","0","0","613",Possible
Greenhills,OH,"1","3","0","0","0","612",Probable
Pembina,ND,"0","0","0","0","0","611",Do not Know
Grove,OK,"1","2","3","0","0","610",Possible
West Liberty,OH,"1","3","0","0","0","609",Probable
Boerne,TX,"1","2","0","0","0","608",Possible
Ochiltree County,TX,"4","2","0","0","0","607",Possible
Altamont,KS,"1","0","0","3","0","606",Do not Know
Anthony,KS,"1","2","3","0","0","605",Possible
Herington,KS,"1","2","0","0","0","604",Possible
Neffs,OH,"1","3","3","0","0","603",Probable
Derby,KS,"1","0","0","0","0","602",Do not Know
De Soto,KS,"1","0","0","0","0","601",Do not Know
Moundridge,KS,"1","0","0","0","0","600",Do not Know
Towanda,KS,"1","0","0","0","0","599",Do not Know
Ulysses,KS,"1","0","0","0","0","598",Do not Know
Haskell County,KS,"4","0","0","0","0","597",Do not Know
Mayfield,OH,"2","2","0","3","0","596",Possible
Mayfield Heights,OH,"2","2","0","3","0","595",Possible
Comanche County,KS,"4","0","0","0","0","594",Do not Know
Cheyenne County,KS,"4","0","0","0","0","593",Do not Know
Elk County,KS,"4","0","0","0","0","592",Do not Know
Gove County,KS,"4","0","0","0","0","591",Do not Know
Greeley County,KS,"4","0","0","0","0","590",Do not Know
Kiowa County,KS,"4","0","0","0","0","589",Do not Know
Lane County,KS,"4","0","0","0","0","588",Do not Know
Lincoln County,KS,"4","0","0","0","0","587",Do not Know
Morton County,KS,"4","0","0","0","0","586",Do not Know
Ness County,KS,"4","0","0","0","0","585",Do not Know
Wichita County,KS,"4","0","0","0","0","584",Do not Know
Rawlins County,Ks,"4","0","0","0","0","583",Do not Know
Sherman County,KS,"4","0","0","0","0","582",Do not Know
Jewell county,KS,"4","0","0","0","0","581",Do not Know
Mitchell County,KS,"4","0","0","0","0","580",Do not Know
Republic County,KS,"4","0","0","0","0","579",Do not Know
Decatur County,KS,"4","0","0","0","0","578",Do not Know
McPherson County,KS,"4","0","0","0","0","577",Do not Know
Woodson County,KS,"4","0","0","0","0","576",Do not Know
Seward County,KS,"4","0","0","0","0","575",Do not Know
Willowick,OH,"2","2","0","0","0","574",Possible
Eastlake,OH,"1","2","0","0","0","573",Possible
Canyon,TX,"1","2","3","0","0","572",Possible
ONeill,NE,"1","2","0","0","0","571",Possible
Broadview Heights,OH,"1","2","0","0","0","570",Possible
Bridgetown,OH,"1","2","0","0","0","569",Possible
Gering,NE,"1","2","0","0","0","568",Possible
Holdredge,NE,"1","2","0","0","0","567",Possible
Nebraska City,NE,"1","2","0","0","0","566",Possible
Wymore,NE,"1","2","0","0","0","565",Possible
Crete,NE,"1","2","0","0","0","564",Possible
Galesburg,MI,"1","2","0","0","0","563",Possible
Vicksburg,MI,"1","2","0","0","0","562",Possible
Marshall,MI,"1","2","0","0","0","561",Possible
Hudson,MI,"1","2","0","0","0","560",Possible
Cheviot,OH,"1","2","0","0","0","559",Possible
Lexington,NE,"1","2","0","0","0","558",Possible
Arthur County,NE,"4","2","0","0","0","557",Possible
Banner County,NE,"4","2","0","0","0","556",Possible
Chase County,NE,"4","2","0","0","0","555",Possible
Cuming County,NE,"4","2","0","0","0","554",Possible
Deuel County,NE,"4","2","0","0","0","553",Possible
Brush,CO,"1","2","0","0","0","552",Possible
Burlington,CO,"1","2","0","0","0","551",Possible
Cherry Hill Village,CO,"2","2","0","0","0","550",Possible
Craig,CO,"1","2","0","0","0","549",Possible
Delta,CO,"1","2","0","0","0","548",Possible
Evans,CO,"1","2","0","0","0","547",Possible
Bad Axe,MI,"1","2","0","0","0","546",Possible
Harbor Beach,MI,"1","3","0","0","0","545",Probable
Brown City,MI,"1","2","0","0","0","544",Possible
Marlette,MI,"1","3","0","0","0","543",Probable
Dixon County,NE,"4","2","0","0","0","542",Possible
Dundy County,NE,"4","2","0","0","0","541",Possible
Franklin County,NE,"4","2","0","0","0","540",Possible
Garden County,NE,"4","2","0","0","0","539",Possible
Garfield County,NE,"4","2","0","0","0","538",Possible
Gosper County,NE,"4","2","0","0","0","537",Possible
Hayes County,NE,"4","2","0","0","0","536",Possible
Hooker County,NE,"4","2","0","0","0","535",Possible
Johnson County,NE,"4","2","0","0","0","534",Possible
Dearborn Heights,MI,"2","2","0","0","0","533",Possible
Fort Thomas,KY,"1","2","0","3","0","532",Possible
Marshall County,KY,"4","3","0","0","0","531",Probable
Redwood Falls,MN,"1","2","0","0","0","530",Possible
Stillwater,MN,"1","3","0","0","0","529",Probable
Caneyville,KY,"1","3","0","0","0","528",Probable
Lumberton,TX,"1","2","0","0","0","527",Possible
Kearney County,NE,"4","2","0","0","0","526",Possible
Loup County,NE,"4","2","0","0","0","525",Possible
McPherson County,NE,"4","2","0","0","0","524",Possible
Nance County,NE,"4","2","0","0","0","523",Possible
Colfax County,NE,"4","2","0","0","0","522",Possible
Marysville,MI,"1","2","0","0","0","521",Possible
Marine City,MI,"1","2","0","0","0","520",Possible
Greeley County,NE,"4","2","0","0","0","519",Possible
Keith County,NE,"4","2","0","0","0","518",Possible
Platte County,NE,"4","2","0","0","0","517",Possible
Seward County,NE,"4","2","0","0","0","516",Possible
Logan County,NE,"4","2","0","0","0","515",Possible
Saunders County,NE,"4","2","0","0","0","514",Possible
Nuckolls County,NE,"4","2","0","0","0","513",Possible
Dawson County,NE,"4","2","0","0","0","512",Possible
Harlan County,NE,"4","2","0","0","0","511",Possible
Nemaha County,NE,"4","2","0","0","0","510",Possible
Sheridan County,NE,"4","0","0","0","0","509",Do not Know
Merrick County,NE,"4","0","0","0","0","508",Do not Know
Sarpy County,NE,"4","0","0","0","0","507",Do not Know
York County,NE,"4","2","0","0","0","506",Possible
Cherry County,NE,"4","0","0","0","0","505",Do not Know
Lincoln County,NE,"4","2","0","0","0","504",Possible
Madison County,NE,"4","2","0","0","0","503",Possible
Red Willow County,NE,"4","2","0","0","0","502",Possible
Dawes County,NE,"4","2","0","0","0","501",Possible
Richardson County,NE,"4","2","0","0","0","500",Possible
Otoe County,NE,"4","2","0","0","0","499",Possible
Buffalo County,NE,"4","2","0","0","0","498",Possible
Dodge County,NE,"4","2","0","0","0","497",Possible
Gage County,NE,"4","2","0","0","0","496",Possible
Fraser,MI,"1","2","0","0","0","495",Possible
New Baltimore,MI,"1","2","0","0","0","494",Possible
Richmond,MI,"1","2","0","0","0","493",Possible
Rockford,MI,"1","2","0","0","0","492",Possible
Rockwood,MI,"1","2","0","0","0","491",Possible
Utica,MI,"1","2","0","0","0","490",Possible
St. Clair,MI,"1","2","0","0","0","489",Possible
Menominee,MI,"1","2","0","0","0","488",Possible
Algonac,MI,"1","2","0","0","0","487",Possible
Adams County,NE,"4","2","0","0","0","486",Possible
Scotts Bluff,NE,"4","2","0","0","0","485",Possible
Hall County,NE,"4","2","0","0","0","484",Possible
Box Butte,NE,"4","2","0","0","0","483",Possible
Lancaster County,NE,"4","2","0","0","0","482",Possible
Douglas County,NE,"2","2","0","0","0","481",Possible
Hudson,OH,"1","2","0","0","0","480",Possible
Sheffield Lake,OH,"1","2","0","0","0","479",Possible
Rocky River,OH,"2","2","0","0","0","478",Possible
Bedford,OH,"2","2","0","0","0","477",Possible
Bay Village,OH,"1","2","0","0","0","476",Possible
Brunswick,OH,"1","3","0","0","0","475",Probable
Covedale CDP,OH,"1","2","0","0","0","474",Possible
St. Bernard,OH,"1","2","0","0","0","473",Possible
Canadian,TX,"1","3","3","0","0","472",Probable
Grant County,NE,"4","2","0","0","0","471",Possible
Perkins County,NE,"4","2","0","0","0","470",Possible
Rock County,NE,"4","2","0","0","0","469",Possible
Thomas County,NE,"4","2","0","0","0","468",Possible
Valley County,NE,"4","2","0","0","0","467",Possible
Frontier County,NE,"4","2","0","0","0","466",Possible
Hitchcock County,NE,"4","2","0","0","0","465",Possible
Kimball County,NE,"4","2","0","0","0","464",Possible
Pierce County,NE,"4","2","0","0","0","463",Possible
Blaine County,NE,"4","2","0","0","0","462",Possible
Furnas County,NE,"4","2","0","0","0","461",Possible
Brown County,NE,"4","2","0","0","0","460",Possible
Pawnee County,NE,"4","2","0","0","0","459",Possible
Phelps County,NE,"4","2","0","0","0","458",Possible
Wayne County,NE,"4","2","0","0","0","457",Possible
Boyd County,NE,"4","2","0","0","0","456",Possible
Sherman County,NE,"4","2","0","0","0","455",Possible
Howard County,NE,"4","2","0","0","0","454",Possible
Boone County,NE,"4","2","0","0","0","453",Possible
Sioux County,NE,"4","2","0","0","0","452",Possible
Stanton County,NE,"4","2","0","0","0","451",Possible
Webster County,NE,"4","2","0","0","0","450",Possible
Thayer County,NE,"4","2","0","0","0","449",Possible
Polk County,NE,"0","0","0","0","0","448",Do not Know
Clay County,NE,"4","2","0","0","0","447",Possible
Fillmore County,NE,"4","2","0","0","0","446",Possible
Keya Paha County,NE,"2","4","0","0","0","445",Surely
Holt County,NE,"4","2","0","0","0","444",Possible
Knox County,NE,"4","2","0","0","0","443",Possible
Morrill County,NE,"4","2","0","0","0","442",Possible
Hamilton County,NE,"4","2","0","0","0","441",Possible
Wheeler County,NE,"4","2","0","0","0","440",Possible
Saline County,NE,"4","2","0","0","0","439",Possible
Jackson,NE,"1","2","0","0","0","438",Possible
Harrison,NE,"1","2","0","0","0","437",Possible
Alamo,TX,"1","2","0","0","0","436",Possible
Brownsville,TX,"0","0","0","0","0","435",Do not Know
Benavides,TX,"1","2","0","0","0","434",Possible
Cotulla,TX,"1","2","0","0","0","433",Possible
Donna,TX,"1","2","0","0","0","432",Possible
Dalhart,TX,"4","2","0","0","0","431",Possible
Dumas,TX,"1","2","0","0","0","430",Possible
Edcouch,TX,"1","2","0","0","0","429",Possible
Hico,TX,"1","2","0","0","0","428",Possible
Hamilton,TX,"1","2","0","0","0","427",Possible
Hereford,TX,"1","2","0","0","0","426",Possible
Highlands,TX,"1","2","0","0","0","425",Possible
Hillcrest,TX,"1","2","0","0","0","424",Possible
Jacinto City,TX,"1","2","0","0","0","423",Possible
Lake Jackson,TX,"1","2","0","0","0","422",Possible
Lakeview,TX,"1","2","0","0","0","421",Possible
Oak Knoll,TX,"1","2","0","0","0","420",Possible
White Settlement,TX,"2","2","0","0","0","419",Possible
Phillips,TX,"1","2","0","0","0","418",Possible
Fremont,TX,"1","2","0","0","0","417",Possible
Rio Grande City,TX,"1","2","0","0","0","416",Possible
River Oaks,TX,"1","2","0","0","0","415",Possible
San Diego,TX,"1","2","0","0","0","414",Possible
San Juan,TX,"1","2","0","0","0","413",Possible
Spearman,TX,"1","2","0","0","0","412",Possible
Stinnett,TX,"1","2","0","0","0","411",Possible
West Orange,TX,"1","2","0","0","0","410",Possible
Pharr,TX,"1","2","0","0","0","409",Possible
Climax,MI,"1","2","0","0","0","408",Possible
Lexington,MI,"1","2","0","0","0","407",Possible
Linden,MI,"1","2","0","0","0","406",Possible
Mancelona,MI,"1","2","0","0","0","405",Possible
Manistique,MI,"1","2","0","0","0","404",Possible
Traverse City,MI,"1","2","0","0","0","403",Possible
Trenton,MI,"1","2","0","0","0","402",Possible
Wixom,MI,"1","2","0","0","0","401",Possible
Armstrong County,TX,"4","2","0","0","0","400",Possible
Briscoe County,TX,"4","2","0","0","0","399",Possible
Carson County,TX,"4","2","0","0","0","398",Possible
Castro County,TX,"4","2","0","0","0","397",Possible
Childress County,TX,"4","2","0","0","0","396",Possible
Collingsworth County,TX,"4","2","0","0","0","395",Possible
Deaf Smith,TX,"4","2","0","0","0","394",Possible
Deaf Smith County,TX,"4","2","0","0","0","393",Possible
Donley County,TX,"4","2","0","0","0","392",Possible
Gray County,TX,"4","2","0","0","0","391",Possible
Hall County,TX,"4","2","0","0","0","390",Possible
Hansford County,TX,"4","2","0","0","0","389",Possible
Hartley County,TX,"4","2","0","0","0","388",Possible
Hemphill County,TX,"4","2","0","0","0","387",Possible
Hutchinson County,TX,"4","2","0","0","0","386",Possible
Lipscomb County,TX,"4","2","0","0","0","385",Possible
Moore County,TX,"4","2","0","0","0","384",Possible
Oldham County,TX,"4","2","0","0","0","383",Possible
Parmer County,TX,"4","2","0","0","0","382",Possible
Potter County,TX,"4","2","0","0","0","381",Possible
Randall County,TX,"4","2","0","0","0","380",Possible
Roberts County,TX,"4","2","0","0","0","379",Possible
Sherman County,TX,"4","2","0","0","0","378",Possible
Swisher County,TX,"4","2","0","0","0","377",Possible
Pinckney,MI,"1","2","0","0","0","376",Possible
Ishpeming,MI,"1","2","0","0","0","375",Possible
Ontonagon,MI,"1","2","0","0","0","374",Possible
Munising,MI,"1","2","0","0","0","373",Possible
Marquette,MI,"1","2","0","0","0","372",Possible
Bessemer,MI,"1","2","0","0","0","371",Possible
Sebewaing,MI,"1","2","0","0","0","370",Possible
Ferguson,MO,"2","1","4","4","0","369",Unlikely
Winnie,TX,"1","2","0","0","0","368",Possible
Port Neches,TX,"1","2","0","0","0","367",Possible
Nederland,TX,"1","2","3","0","0","366",Possible
Bevil Oaks,TX,"2","2","0","0","0","365",Possible
Pinewood Estates,TX,"2","2","0","0","0","364",Possible
Evadale,TX,"1","2","0","0","0","363",Possible
Porter Heights,TX,"1","2","0","0","0","362",Possible
Advance,IN,"1","2","0","0","0","361",Possible
Albany,IN,"1","2","0","0","0","360",Possible
Albion,IN,"1","3","0","0","0","359",Probable
Argos,IN,"1","3","0","0","0","358",Probable
Austin,IN,"1","3","0","0","0","357",Probable
Avilla,IN,"1","3","0","0","0","356",Probable
Bloomfield,IN,"1","3","0","0","0","355",Probable
Boswell,IN,"1","2","0","0","0","354",Possible
Bourbon,IN,"1","3","0","0","0","353",Probable
Bremen,IN,"1","3","0","0","0","352",Probable
Brooklyn,IN,"1","2","0","0","0","351",Possible
Burnettsville,IN,"1","2","0","0","0","350",Possible
Butler City,IN,"1","3","0","0","0","349",Probable
Camden,IN,"1","3","0","0","0","348",Probable
Campbellsburg,IN,"1","3","0","0","0","347",Probable
Carmel,IN,"1","2","0","0","0","346",Possible
Cayuga,IN,"1","2","0","0","0","345",Possible
Cicero,IN,"1","2","0","0","0","344",Possible
Clay City,IN,"1","3","0","0","0","343",Probable
Converse,IN,"0","3","0","0","0","342",Probable
Covington,IN,"1","3","0","0","0","341",Probable
Crothersville,IN,"1","3","0","0","0","340",Probable
Dale,IN,"1","2","0","0","0","339",Possible
Daleville,IN,"1","2","0","0","0","338",Possible
Danville,IN,"1","3","0","0","0","337",Probable
Delphi,IN,"1","3","0","0","0","336",Probable
Dillsboro,IN,"1","2","0","0","0","335",Possible
Dublin,IN,"1","3","0","0","0","334",Probable
Dugger,IN,"1","3","0","0","0","333",Probable
Dyer,IN,"1","2","0","0","0","332",Possible
Eaton,IN,"1","2","0","0","0","331",Possible
Ellettsville,IN,"1","2","0","0","0","330",Possible
Elnora,IN,"1","3","0","0","0","329",Probable
Fairview Park,IN,"1","2","0","0","0","328",Possible
Farmersburg,IN,"1","3","0","0","0","327",Probable
Farmland,IN,"1","3","0","0","0","326",Probable
Ferdinand,IN,"1","3","0","0","0","325",Probable
Flora,IN,"1","3","0","0","0","324",Probable
Sheridan County,KS,"4","2","0","0","0","323",Possible
Stanton County,KS,"4","2","0","0","0","322",Possible
Rush County,KS,"4","2","0","0","0","321",Possible
Clark County,KS,"4","2","0","0","0","320",Possible
Thomas County,KS,"4","2","0","0","0","319",Possible
Kearney County,KS,"4","2","0","0","0","318",Possible
Gray County,KS,"4","2","0","0","0","317",Possible
Stevens County,KS,"4","2","0","0","0","316",Possible
Logan County,KS,"4","2","0","0","0","315",Possible
Fort Branch,IN,"1","2","0","0","0","314",Possible
Fortville,IN,"1","2","0","0","0","313",Possible
Francesville,IN,"1","3","0","0","0","312",Probable
Frankton,IN,"1","2","0","0","0","311",Possible
Fremont,IN,"1","2","0","0","0","310",Possible
Galena,IN,"3","2","0","0","0","309",Possible
Goodland,IN,"1","3","0","0","0","308",Probable
Greentown,IN,"1","3","0","0","0","307",Probable
Hartford City,IN,"1","3","0","0","0","306",Probable
Haubstadt,IN,"1","3","0","0","0","305",Probable
Hebron,IN,"1","3","0","0","0","304",Probable
Highland,IN,"1","2","0","0","0","303",Possible
Hope,IN,"1","3","0","0","0","302",Probable
Huntingburg,IN,"1","3","0","0","0","301",Probable
Jasonville,IN,"1","3","0","0","0","300",Probable
Jonesboro,IN,"1","3","0","0","0","299",Probable
Kendallville,IN,"1","2","0","0","0","298",Possible
Kentland,IN,"1","3","0","0","0","297",Probable
Kouts,IN,"1","3","0","0","0","296",Probable
Ladoga,IN,"1","3","0","0","0","295",Probable
LaGrange,IN,"1","3","0","0","0","294",Probable
Lapel,IN,"1","3","0","0","0","293",Probable
Leavenworth,IN,"1","4","0","0","0","292",Surely
Ligonier,IN,"1","2","0","0","0","291",Possible
Loogootee,IN,"1","3","0","0","0","290",Probable
Lynn,IN,"1","3","0","0","0","289",Probable
Barber County,KS,"4","2","0","0","0","288",Possible
Cloud County,KS,"4","2","0","0","0","287",Possible
Wallace County,KS,"4","2","0","0","0","286",Possible
Trego County,KS,"4","2","0","0","0","285",Possible
Ford County,KS,"4","2","0","0","0","284",Possible
Hamilton County,KS,"4","2","0","0","0","283",Possible
Rooks County,KS,"4","2","0","0","0","282",Possible
Finney County,KS,"4","2","0","0","0","281",Possible
Ellis County,KS,"4","2","0","0","0","280",Possible
Ottawa County,KS,"4","2","0","0","0","279",Possible
Edwards County,KS,"4","2","0","0","0","278",Possible
Butler County,KS,"4","2","0","0","0","277",Possible
Marengo,IN,"1","2","0","0","0","276",Possible
Middlebury,IN,"1","3","0","0","0","275",Probable
Middletown,IN,"1","3","0","0","0","274",Probable
Milltown,IN,"1","3","0","0","0","273",Probable
Milton,IN,"1","3","0","0","0","272",Probable
Monon,IN,"1","3","0","0","0","271",Probable
Monroeville,IN,"1","3","0","0","0","270",Probable
Montezuma,IN,"1","3","0","0","0","269",Probable
Montpelier,IN,"1","3","0","0","0","268",Probable
Morristown,IN,"1","2","0","0","0","267",Possible
Mulberry,IN,"1","3","0","0","0","266",Probable
Munster,IN,"1","3","0","0","0","265",Probable
Nappanee,IN,"1","3","0","0","0","264",Probable
New Carlisle,IN,"1","3","0","0","0","263",Probable
New Chicago,IN,"1","3","0","0","0","262",Probable
New Haven,IN,"1","2","0","0","0","261",Possible
New Paris,IN,"3","3","0","0","0","260",Probable
New Pekin,IN,"1","3","0","0","0","259",Probable
Odon,IN,"1","3","0","0","0","258",Probable
Orleans,IN,"1","3","0","0","0","257",Probable
Osceola,IN,"1","3","0","0","0","256",Probable
Osgood,IN,"1","3","0","0","0","255",Probable
Ossian,IN,"1","3","0","0","0","254",Probable
Owensville,IN,"1","3","0","0","0","253",Probable
Oxford,IN,"1","3","0","0","0","252",Probable
Parker City,IN,"1","3","0","0","0","251",Probable
Petersburg,IN,"1","3","0","0","0","250",Probable
Plymouth,IN,"1","3","0","0","0","249",Probable
Porter,IN,"1","3","0","0","0","248",Probable
Redkey,IN,"1","3","0","0","0","247",Probable
Rensselaer,IN,"1","3","0","0","0","246",Probable
Ridgeville,IN,"1","3","0","0","0","245",Probable
Roanoke,IN,"1","3","0","0","0","244",Probable
Rochester,IN,"1","3","0","0","0","243",Probable
Rome City,IN,"1","3","0","0","0","242",Probable
Rossville,IN,"1","3","0","0","0","241",Probable
Royal Center,IN,"1","3","0","0","0","240",Probable
Russiaville,IN,"1","3","0","0","0","239",Probable
Schererville,IN,"1","3","0","0","0","238",Probable
Seelyville,IN,"1","3","0","0","0","237",Probable
Shelburn,IN,"1","3","0","0","0","236",Probable
Shirley,IN,"1","3","0","0","0","235",Probable
Shoals,IN,"1","3","0","0","0","234",Probable
St. John,IN,"1","3","0","0","0","233",Probable
Syracuse,IN,"1","3","0","0","0","232",Probable
Thorntown,IN,"1","3","0","0","0","231",Probable
Trail Creek,IN,"1","3","0","0","0","230",Probable
Tri-Lakes,IN,"3","3","0","0","0","229",Probable
Van Buren,IN,"1","3","0","0","0","228",Probable
Veedersburg,IN,"1","3","0","0","0","227",Probable
Versailles,IN,"1","3","0","0","0","226",Probable
Walkerton,IN,"1","3","0","0","0","225",Probable
Walton,IN,"1","3","0","0","0","224",Probable
Waterloo,IN,"1","3","0","0","0","223",Probable
West Lafayette,IN,"1","3","0","0","0","222",Probable
Whiteland,IN,"1","3","0","0","0","221",Probable
Williamsport,IN,"1","3","0","0","0","220",Probable
Winamac,IN,"1","3","0","0","0","219",Probable
Windfall City,IN,"1","3","0","0","0","218",Probable
Winslow,IN,"1","3","0","0","0","217",Probable
Wolcott,IN,"1","3","0","0","0","216",Probable
Woodburn,IN,"1","3","0","0","0","215",Probable
Worthington,IN,"1","3","0","0","0","214",Probable
Yorktown,IN,"1","3","0","0","0","213",Probable
Osborne County,KS,"4","2","0","0","0","212",Possible
Rice County,KS,"4","2","0","0","0","211",Possible
Ellsworth County,KS,"4","2","0","0","0","210",Possible
Pawnee County,KS,"4","2","0","0","0","209",Possible
Hodgeman County,KS,"4","2","0","0","0","208",Possible
Dickinson County,KS,"4","2","0","0","0","207",Possible
Phillips County,KS,"4","2","0","0","0","206",Possible
Greenwood County,KS,"4","2","0","0","0","205",Possible
Sumner County,KS,"4","2","0","0","0","204",Possible
Chase County,KS,"4","2","0","0","0","203",Possible
Pratt County,KS,"4","2","0","0","0","202",Possible
Coffey County,KS,"4","2","0","0","0","201",Possible
Arkoma,OK,"1","2","3","0","0","200",Possible
Everman,TX,"1","2","3","0","0","199",Possible
Sidell,IL,"1","2","0","0","0","198",Possible
Stroud,OK,"1","4","1","0","0","197",Surely
Taft,OK,"1","2","4","0","0","196",Possible
St. Marys,WV,"1","2","0","0","0","195",Possible
Belington,WV,"1","2","3","0","0","194",Possible
Lincoln County,WV,"4","2","0","0","0","193",Possible
Shannondale,WV,"3","2","0","0","0","192",Possible
Folcroft,PA,"1","3","0","0","0","191",Probable
Cohoes,NY,"1","1","0","0","0","190",Unlikely
Green Island,NY,"1","2","0","0","0","189",Possible
Pleasantville,NY,"1","3","0","0","0","188",Probable
Irondequoit,NY,"1","2","0","0","0","187",Possible
Penfield,NY,"1","2","0","0","0","186",Possible
Johnsburg,NY,"1","2","0","0","0","185",Possible
Shenandoah,PA,"1","3","0","0","0","184",Probable
Royersford,PA,"1","2","0","0","0","183",Possible
Bradford,PA,"1","2","0","0","0","182",Possible
Levittown,PA,"1","2","0","0","1","181",Possible
Locust Gap,PA,"1","2","0","0","0","180",Possible
Boyertown,PA,"1","2","0","0","0","179",Possible
Manheim,PA,"1","2","0","0","0","178",Possible
Susquehanna,PA,"1","2","0","0","0","177",Possible
Johnstown,PA,"1","2","0","0","0","176",Possible
Mechanicsburg,PA,"1","2","0","0","0","175",Possible
Bellwood,PA,"1","2","0","0","0","174",Possible
Stoneboro,PA,"1","2","0","0","0","173",Possible
Coatsville,PA,"1","2","0","0","0","172",Possible
Elizabethtown,PA,"1","4","0","0","1","171",Surely
Everett,PA,"1","2","0","0","0","170",Possible
Milton,WV,"1","2","0","0","0","169",Possible
Maple Bluff,WI,"1","2","0","0","0","168",Possible
River Hills,WI,"1","2","0","0","0","167",Possible
Baraboo,WI,"1","2","0","0","0","166",Possible
Chetek,WI,"1","2","0","0","0","165",Possible
Roxana,IL,"1","2","0","0","0","164",Possible
Plainfield,CT,"1","2","0","0","0","163",Possible
East Haven,CT,"1","2","0","0","0","162",Possible
Quincy,MA,"1","2","0","0","0","161",Possible
Weston,CT,"0","0","0","0","0","160",Do not Know
Burlington,CT,"1","2","0","0","0","159",Possible
Allen Park,MI,"1","0","0","0","0","158",Do not Know
Taylor,MI,"1","0","0","0","0","157",Do not Know
La Crosse,WI,"1","2","0","0","1","156",Possible
Greenfield,WI,"1","2","0","0","0","155",Possible
Sparta,WI,"1","2","0","0","0","154",Possible
Brookfield,WI,"1","2","0","0","0","153",Possible
Brown Deer,WI,"1","2","0","0","0","152",Possible
New Berlin,WI,"1","2","0","0","0","151",Possible
St. Francis,WI,"1","2","0","0","0","150",Possible
Glendale,WI,"1","2","0","0","0","149",Possible
Grand Rapids,WI,"1","2","0","0","0","148",Possible
Monona,WI,"1","2","0","0","0","147",Possible
Menomonee Falls,WI,"1","2","0","0","0","146",Possible
Onalaska,WI,"1","2","0","0","0","145",Possible
Portage,WI,"1","2","0","0","0","144",Possible
Bayside,WI,"1","2","0","0","0","143",Possible
Abbotsford,WI,"1","2","0","0","0","142",Possible
Adams,WI,"1","2","0","0","0","141",Possible
Alma,WI,"1","2","0","0","0","140",Possible
Amery,WI,"1","2","0","0","0","139",Possible
