name,state,type,confirmed,sign,ordinance,showcase,id,Status
Arcadia,WI,"1","2","0","0","0","138",Possible
Augusta,WI,"1","2","0","0","0","137",Possible
Baldwin,WI,"1","2","0","0","0","136",Possible
Barton,WI,"1","2","0","0","0","135",Possible
Butler,WI,"1","2","0","0","0","134",Possible
Campbellsport,WI,"1","2","0","0","0","133",Possible
Cassville,WI,"1","2","0","0","0","132",Possible
Cedar Grove,WI,"1","2","0","0","0","131",Possible
Colby,WI,"1","2","0","0","0","130",Possible
Cornell,WI,"1","2","0","0","0","129",Possible
Clinton,WI,"1","2","0","0","0","128",Possible
Cottage Grove,WI,"1","2","0","0","0","127",Possible
Cottage Grove (town),WI,"1","2","0","0","0","126",Possible
Crandon,WI,"1","2","0","0","0","125",Possible
Cross Plains,WI,"1","2","0","0","0","124",Possible
Cuba City,WI,"1","2","0","0","0","123",Possible
Cumberland,WI,"1","2","0","0","0","122",Possible
Darlington,WI,"1","2","0","0","0","121",Possible
De Forest,WI,"1","2","0","0","0","120",Possible
Delavan Lake,WI,"1","2","0","0","0","119",Possible
Denmark,WI,"1","2","0","0","0","118",Possible
Durand,WI,"1","2","0","0","0","117",Possible
Eagle River,WI,"1","2","0","0","0","116",Possible
East Troy,WI,"1","2","0","0","0","115",Possible
Ellsworth,WI,"1","2","0","0","0","114",Possible
Elroy,WI,"1","2","0","0","0","113",Possible
Fennimore,WI,"1","2","0","0","0","112",Possible
Fontana on Geneva Lake,WI,"1","2","0","0","0","111",Possible
Galesville,WI,"1","2","0","0","0","110",Possible
Genoa City,WI,"1","2","0","0","0","109",Possible
Gillett,WI,"1","2","0","0","0","108",Possible
Greenwood,WI,"1","2","0","0","0","107",Possible
Hayward,WI,"1","2","0","0","0","106",Possible
Hillsboro,WI,"1","2","0","0","0","105",Possible
Hortonville,WI,"1","2","0","0","0","104",Possible
Juneau,WI,"1","2","0","0","0","103",Possible
Kewaskum,WI,"1","2","0","0","0","102",Possible
Kohler,WI,"1","2","0","0","0","101",Possible
Lannon,WI,"1","2","0","0","0","100",Possible
Lodi,WI,"1","2","0","0","0","99",Possible
Loyal,WI,"1","2","0","0","0","98",Possible
Manawa,WI,"1","2","0","0","0","97",Possible
Marathon,WI,"1","2","0","0","0","96",Possible
Marion,WI,"1","2","0","0","0","95",Possible
Markesan,WI,"1","2","0","0","0","94",Possible
Mazomanie,WI,"1","2","0","0","0","93",Possible
Mellen,WI,"1","2","0","0","0","92",Possible
Montello,WI,"1","2","0","0","0","91",Possible
Montreal,WI,"1","2","0","0","0","90",Possible
New Glarus,WI,"1","2","0","0","0","89",Possible
New Lisbon,WI,"1","2","0","0","0","88",Possible
Niagara,WI,"1","2","0","0","0","87",Possible
North Hudson,WI,"1","2","0","0","0","86",Possible
Oostburg,WI,"1","2","0","0","0","85",Possible
Osseo,WI,"1","2","0","0","0","84",Possible
Owen,WI,"1","2","0","0","0","83",Possible
Palmyra (village),WI,"1","2","0","0","0","82",Possible
Palmyra (town),WI,"1","2","0","0","0","81",Possible
Pardeeville,WI,"1","2","0","0","0","80",Possible
Phillips,WI,"1","2","0","0","0","79",Possible
Port Edwards,WI,"1","2","0","0","0","78",Possible
Poynette,WI,"1","2","0","0","0","77",Possible
Prairie du Sac,WI,"1","2","0","0","0","76",Possible
Princeton,WI,"1","2","0","0","0","75",Possible
Pulaski,WI,"1","2","0","0","0","74",Possible
Randolph,WI,"1","2","0","0","0","73",Possible
St. Croix Falls,WI,"1","2","0","0","0","72",Possible
Saukville,WI,"1","2","0","0","0","71",Possible
Sharon,WI,"1","2","0","0","0","70",Possible
Shell Lake,WI,"1","2","0","0","0","69",Possible
Shullsburg,WI,"1","2","0","0","0","68",Possible
Silver Lake,WI,"1","2","0","0","0","67",Possible
Spring Green,WI,"1","2","0","0","0","66",Possible
Stratford,WI,"1","2","0","0","0","65",Possible
Thorp,WI,"1","2","0","0","0","64",Possible
Twin Lakes,WI,"1","2","0","0","0","63",Possible
Verona,WI,"1","2","0","0","0","62",Possible
Walworth,WI,"1","2","0","0","0","61",Possible
Waterford,WI,"1","2","0","0","0","60",Possible
Waterloo,WI,"1","2","0","0","0","59",Possible
Waunakee,WI,"1","2","0","0","0","58",Possible
Wautoma,WI,"1","2","0","0","0","57",Possible
Westby,WI,"1","1","0","0","0","56",Unlikely
West Salem,WI,"1","2","0","0","0","55",Possible
Weyauwega,WI,"1","2","0","0","0","54",Possible
Whitehall,WI,"1","2","0","0","0","53",Possible
Whiting,WI,"1","2","0","0","0","52",Possible
Williams Bay,WI,"1","2","0","0","0","51",Possible
Wind Lake,WI,"1","2","0","0","0","50",Possible
Winneconne,WI,"1","2","0","0","0","49",Possible
Wisconsin Dells,WI,"1","2","0","0","0","48",Possible
Utica,OH,"1","2","0","0","0","47",Possible
Portage,MI,"1","2","0","0","0","46",Possible
Hartford,MI,"1","2","0","0","0","45",Possible
White Pigeon,MI,"1","2","0","0","0","44",Possible
Big Star Lake,MI,"1","2","0","0","0","43",Possible
Sterling Heights,MI,"1","2","0","0","0","42",Possible
Lathrup Village,MI,"1","2","0","0","0","41",Possible
Troy,MI,"1","2","0","0","0","40",Possible
Coopersville,MI,"1","2","0","0","0","39",Possible
Adams,PA,"1","2","0","0","0","38",Possible
Albany,PA,"0","2","0","0","0","37",Possible
Allegheny,PA,"1","2","0","0","0","36",Possible
Alsace,PA,"1","2","0","0","0","35",Possible
Amity,PA,"1","2","0","0","0","34",Possible
Archbald,PA,"1","2","0","0","0","33",Possible
Ashland,PA,"1","2","0","0","0","32",Possible
Arthurdale,WV,"0","0","0","0","0","31",Do not Know
Flushing,MI,"1","0","0","0","0","30",Do not Know
Chazy,NY,"1","0","0","0","0","29",Do not Know
Defiance,OH,"0","0","0","0","0","28",Do not Know
Marion,OH,"1","0","0","0","0","27",Do not Know
Beavercreek,OH,"1","0","0","0","0","26",Do not Know
Cridersville,OH,"1","0","0","0","0","25",Do not Know
Enon,OH,"1","0","0","0","0","24",Do not Know
Lodi,OH,"1","0","0","0","0","23",Do not Know
Willoughby,OH,"1","0","0","0","0","22",Do not Know
Linglestown,PA,"1","0","0","0","0","21",Do not Know
York County,PA,"1","0","0","0","0","20",Do not Know
Hazleton,PA,"1","0","0","0","0","19",Do not Know
Voorheesville,NY,"1","0","0","0","0","18",Do not Know
Glen Head,NY,"1","0","0","0","0","17",Do not Know
Pelham Manor,NY,"1","0","0","0","0","16",Do not Know
Nunda,NY,"1","0","0","0","0","15",Do not Know
Westchester County,NY,"4","0","0","0","0","14",Do not Know
Miller Place,NY,"1","0","0","0","0","13",Do not Know
Yaphank,NY,"1","0","0","0","0","12",Do not Know
Hamburg,NY,"1","0","0","0","0","11",Do not Know
Marblehead,MA,"1","0","0","0","0","10",Do not Know
Groton,MA,"1","0","0","0","0","2",Do not Know
Alba,TX,"1","4","0","0","1","9",Surely
Tecumseh,OK,"0","0","0","0","0","8",Do not Know
Moore,OK,"0","0","0","0","0","7",Do not Know
Noble,OK,"0","0","0","0","0","6",Do not Know
Garwood,NJ,"1","3","0","0","0","5",Probable
Baker,NJ,"0","0","0","0","0","4",Do not Know
Washington,DC,"0","1","0","0","0","3",Unlikely
Savage,MD,"3","4","0","4","0","1",Surely
