place_type,full_name,type,confirmed,sign,ordinance,showcase,orig_long,orig_lat,name,state,id,relocated_while_cleaning,x,y
uncertain_area_not_in_census,"Eola, IL",2,2,0,0,0,-88.2428,41.7775,Eola,IL,729,false,-88.2424119,41.7778494
locality,"LaSalle Peru, IL",1,3,2,2,0,-89.125553,41.329181,LaSalle Peru,IL,997,false,-89.1008717,41.3542688
uncertain_area_not_in_census,"Weston, IL",0,0,0,0,0,-88.622,40.7473,Weston,IL,888,false,-88.6252265,40.7462256
locality,"Pinckneyville, IL",1,4,2,0,0,-89.382,38.0803,Pinckneyville,IL,786,false,-89.3718729,38.0850259
locality,"Pinckneyville, IL",1,4,2,0,0,-89.382,38.0803,Pinckneyville,IL,940,false,-89.3718729,38.0850259
locality,"Calhoun, IL",0,0,0,0,0,-90.67,39.16,Calhoun,IL,1020,true,-88.0440222,38.6511492
uncertain_area_not_in_census,"Berryville, IL",0,0,0,0,0,-87.9286,38.5995,Berryville,IL,1083,false,-87.9710751,38.6140036
uncertain_area_not_in_census,"Wolf Lake, IL",3,4,3,0,0,-87.54,41.68,Wolf Lake,IL,2048,true,-89.4370588,37.5043932
uncertain_area_not_in_census,"Kaolin, IL",1,4,0,0,0,-87.631404,41.882848,Kaolin,IL,2052,true,-89.3006325,37.5114664
locality,"Butler, IN",1,3,0,0,0,-124.0295985,44.8889315,Butler,IN,349,true,-84.8721254,41.4274457
uncertain_area_not_in_census,"Lyles Station, IN",3,9,0,0,0,-86.0732669,39.6007813,Lyles Station,IN,1704,true,-87.6595038,38.3700541
locality,"Lake Station, IN",0,0,0,0,0,-86.2383363,40.6621931,Lake Station,IN,1653,true,-87.2598808,41.572901
locality,"Whiting, IN",1,4,0,0,0,-87.4945,41.6798,Whiting,IN,1678,false,-87.4842084,41.6730244
locality,"Ogden Dunes, IN",1,2,0,3,0,-87.1917,41.6228,Ogden Dunes,IN,1702,false,-87.1931359,41.6229195
locality,"Newburgh, IN",1,4,0,0,0,-87.4047,37.9457,Newburgh,IN,1651,false,-87.4051684,37.9493781
locality,"Audubon, IA",1,2,0,0,0,-92.38,42.45,Audubon,IA,1225,true,-94.9283684,41.7180151
locality,"Enterprise, KS",1,2,0,0,0,-94.702405,39.0152815,Enterprise,KS,2100,true,-97.1162946,38.902919
uncertain_area_not_in_census,"Pompeii, KY",0,0,0,0,0,-83.901239,37.879241,Pompeii,KY,956,true,-83.8956474,37.8623081
uncertain_area_not_in_census,"Malaga Island, ME",6,4,0,0,1,-6.365105,53.878373,Malaga Island,ME,1339,true,-70.6124175,42.9823317
uncertain_area_not_in_census,"Woodland Beach, MD",2,2,0,0,0,-76.5533,38.9323,Woodland Beach,MD,1126,false,-76.5529169,38.9329079
locality,"Mayo, MD",1,3,0,0,0,-76.51222,38.887499,Mayo,MD,1128,false,-76.5183966,38.9032447
uncertain_area_not_in_census,"Scientists Cliffs, MD",1,2,0,0,0,-76.5103629,38.5044095,Scientists Cliffs,MD,1124,false,-76.5163371,38.5179016
locality,"Munising, MI",1,2,0,0,0,-86.6479,46.4111,Munising,MI,373,false,-86.6439859,46.4172387
uncertain_area_not_in_census,"Big Star Lake, MI",1,2,0,0,0,-85.94823,43.8321035,Big Star Lake,MI,43,false,-85.9483142,43.833355
locality,"Grosse Pointe Farms, MI",2,4,0,0,0,-82.8919,42.4092,Grosse Pointe Farms,MI,1275,false,-82.8993006,42.4066261
locality,"Village of Grosse Pointe Shores, MI",2,4,0,0,0,-82.8769,42.4367,Village of Grosse Pointe Shores,MI,1276,false,-82.8791762,42.4361744
locality,"Grosse Pointe, MI",2,4,0,0,1,-82.9119,42.3861,Grosse Pointe,MI,1278,false,-82.9117783,42.391439
uncertain_area_not_in_census,"New Africa, MS",1,9,4,4,0,-90.504932903568,34.221758329601,New Africa,MS,2451,true,-90.586372,34.1320453
uncertain_area_not_in_census,"Expose, MS",1,9,4,4,0,-89.40593,31.253136,Expose,MS,2449,true,-89.8630879,31.3211945
uncertain_area_not_in_census,"It, MS",1,2,0,0,0,12.21274,45.51163,It,MS,2456,true,-90.4752589,31.11598
locality,"Lake Lotawana, MO",1,2,0,0,0,-94.2441,38.9231,Lake Lotawana,MO,1822,false,-94.2626301,38.9020276
uncertain_area_not_in_census,"Flat River, MO",1,2,0,0,0,-90.465979100604,37.829175223771,Flat River,MO,1804,true,-90.5920135,37.860649
uncertain_area_not_in_census,"Elvins, MO",1,2,0,0,0,-90.537113371145,37.8376093,Elvins,MO,1877,false,-90.5352621,37.8359174
locality,"Minden-Gardnerville, NV",3,4,0,3,0,-119.7496,38.9413,Minden-Gardnerville,NV,1605,false,-119.750596,38.9495658
uncertain_area_not_in_census,"Radburn, NJ",3,2,0,0,0,-74.1165,40.9426,Radburn,NJ,2306,false,-74.1182166,40.9408729
uncertain_area_not_in_census,"Delmar, NY",2,4,4,0,0,-73.8326,42.622,Delmar,NY,654,false,-73.8336076,42.6246238
locality,"Wrightsville Beach, NC",1,2,0,0,0,-77.7964,34.2085,Wrightsville Beach,NC,1310,false,-77.7967441,34.2128809
locality,"Surf City, NC",1,2,0,0,0,-77.5461,34.4271,Surf City,NC,1308,false,-77.5639891,34.4375092
locality,"Jefferson, OH",1,2,0,0,0,-81.7875,41.4578,Jefferson,OH,2376,true,-80.7689402,41.7383568
locality,"McDonald, OH",1,2,0,0,0,-87.695332,37.862457,McDonald,OH,2371,true,-80.7232667,41.1635802
uncertain_area_not_in_census,"Picher, OK",1,3,0,0,0,-94.8307,36.9868,Picher,OK,1094,false,-94.8323829,36.9865629
localadmin,"Albany, PA",0,2,0,0,0,-73.7590717,42.66577675,Albany,PA,37,true,-75.8929587,40.6263345
locality,"Coatesville, PA",1,2,0,0,0,-75.8238,39.9832,Coatesville,PA,172,false,-75.8198395,39.9849235
uncertain_area_not_in_census,"Canadensis, PA",1,4,0,3,0,-75.2513,41.192,Canadensis,PA,2355,false,-75.2521548,41.1921956
uncertain_area_not_in_census,"Locust Gap, PA",1,2,0,0,0,-76.4413,40.7718,Locust Gap,PA,180,false,-76.4410275,40.7708949
locality,"Selinsgrove, PA",1,2,0,0,0,-76.8607,40.8062,Selinsgrove,PA,1136,false,-76.8646312,40.8002332
localadmin,"Cumberland, RI",1,2,0,0,0,-71.4328,41.9668,Cumberland,RI,1147,false,-71.4197143,41.9702265
uncertain_area_not_in_census,"Hamburg, SC",1,2,0,0,0,-80.114970026603,32.97959097788,Hamburg,SC,2414,true,-81.9394001,33.480046
uncertain_area_not_in_census,"Maryville, SC",1,9,0,0,0,-79.2967,33.3427,Maryville,SC,2413,true,-79.9886539,32.7883751
locality,"Folly Beach, SC",1,2,0,0,0,-79.926039,32.660923,Folly Beach,SC,2419,false,-79.9474929,32.6712051
uncertain_area_not_in_census,"Shandon, SC",2,2,0,0,0,-81.0056,33.9982,Shandon,SC,2416,false,-81.0018108,33.9949613
uncertain_area_not_in_census,"North Chattanooga, TN",1,4,0,1,0,-85.3,35.08,North Chattanooga,TN,2197,true,-85.2977396,35.0636839
uncertain_area_not_in_census,"Slocum, TX",1,2,0,0,0,-97.447412,32.7287773,Slocum,TX,1351,true,-95.4623581,31.6312462
uncertain_area_not_in_census,"Phillips, TX",1,2,0,0,0,-94.971728,29.386531,Phillips,TX,418,true,-101.3620264,35.6953884
locality,"Perryton, TX",1,3,3,0,0,-100.8027,36.4,Perryton,TX,621,false,-100.7976384,36.39288
locality,"Perryton, TX",1,3,3,0,0,-100.8027,36.4,Perryton,TX,622,false,-100.7976384,36.39288
uncertain_area_not_in_census,"Oak Knoll, TX",1,2,0,0,0,-94.862364,30.862835,Oak Knoll,TX,420,true,-97.2866345,32.7810776
locality,"Chincoteague, VA",1,2,0,0,0,-75.3788,37.9332,Chincoteague,VA,939,false,-75.3602133,37.9404132
locality,"Sturgeon Bay, WI",1,3,0,0,0,-87.377,44.8342,Sturgeon Bay,WI,1134,false,-87.3666763,44.8228286
localadmin,"Palmyra, WI",1,2,0,0,0,-88.5862,42.8778,Palmyra,WI,81,true,-88.6010207,42.8870736
locality,"Palmyra village, WI",1,2,0,0,0,-88.590033,42.871356,Palmyra village,WI,82,false,-88.5999075,42.8810456
uncertain_area_not_in_census,"Silver Lake, WI",1,2,0,0,0,-88.1658,42.5459,Silver Lake,WI,67,true,-88.1538336,42.5509476
uncertain_area_not_in_census,"Cloverdale, IL",2,2,0,0,0,-88.19,41.99,Cloverdale,IL,733,true,-88.1288495,41.9389325
locality,"West Point, AL",1,3,0,0,0,-86.9592,34.2387,West Point,AL,660,false,-86.9631301,34.2393699
county,"Winston County, AL",1,3,0,0,0,-87.37472,34.14917,Winston County,AL,899,false,-87.3736881,34.1492279
locality,"Kingman, AZ",1,3,3,0,0,-114.053,35.1894,Kingman,AZ,919,false,-114.0105345,35.2169919
county,"Baxter County, AR",4,3,0,0,0,-92.35472,36.30694,Baxter County,AR,934,false,-92.3369647,36.287173
county,"Crawford County, AR",0,0,0,0,0,-94.25,35.56667,Crawford County,AR,893,false,-94.2428878,35.587985
locality,"Desha, AR",0,2,0,0,0,-91.6799,35.7362,Desha,AR,960,false,-91.6855838,35.7304596
locality,"Magnet Cove, AR",1,3,0,0,0,-92.8446,34.4543,Magnet Cove,AR,970,false,-92.8375526,34.4491422
locality,"Dyess, AR",1,4,0,1,0,-90.2134,35.5898,Dyess,AR,696,false,-90.2132971,35.5893328
locality,"Mt. Ida, AR",1,3,0,0,0,-93.6341,34.5568,Mt. Ida,AR,944,false,-93.6309226,34.5509021
locality,"Marshall, AR",1,3,0,0,0,-92.6313,35.909,Marshall,AR,676,false,-92.6458452,35.9083661
locality,"Bonanza, AR",1,4,0,0,0,-94.426,35.2393,Bonanza,AR,669,false,-94.4165184,35.2334365
locality,"Evening Shade, AR",0,4,0,0,0,-91.6193,36.0717,Evening Shade,AR,918,false,-91.6218859,36.0699344
locality,"Mountain View, AR",0,3,0,0,0,-92.1177,35.8684,Mountain View,AR,658,false,-92.1040622,35.8634886
locality,"San Juan Bautista, CA",0,0,0,0,0,-121.538,36.8455,San Juan Bautista,CA,657,false,-121.5369569,36.84496
locality,"Santa Cruz, CA",0,0,0,0,0,-122.0294,36.9746,Santa Cruz,CA,887,false,-122.0346801,36.9789131
locality,"Longmont, CO",0,0,0,0,0,-105.1019,40.1672,Longmont,CO,692,false,-105.1004908,40.1686148
locality,"Delta, CO",1,2,0,0,0,-108.069,38.7422,Delta,CO,548,false,-108.077161,38.7559906
locality,"Cedaredge, CO",1,2,0,3,0,-107.9265,38.9016,Cedaredge,CO,693,false,-107.9254795,38.8941061
locality,"Burlington, CO",1,2,0,0,0,-102.2692,39.3048,Burlington,CO,551,false,-102.2714787,39.3041704
locality,"Fruita, CO",1,4,0,3,0,-108.729,39.1589,Fruita,CO,629,false,-108.7304482,39.154835
locality,"Craig, CO",1,2,0,0,0,-107.5465,40.5152,Craig,CO,549,false,-107.5553972,40.5170607
locality,"Brush, CO",1,2,0,0,0,-103.6235,40.2585,Brush,CO,552,false,-103.6323133,40.2598795
locality,"Evans, CO",1,2,0,0,0,-104.6922,40.3764,Evans,CO,547,false,-104.7389066,40.366026
locality,"Weston, CT",0,0,0,0,0,-73.3805,41.2012,Weston,CT,160,false,-73.3787798,41.2032362
locality,"Ridgefield, CT",0,3,0,0,0,-73.4982,41.2815,Ridgefield,CT,890,false,-73.4952379,41.2707078
localadmin,"Burlington, CT",1,2,0,0,0,-72.9645,41.7693,Burlington,CT,159,false,-72.9589671,41.7597644
localadmin,"Glastonbury, CT",3,3,0,0,0,-72.6081,41.7123,Glastonbury,CT,901,false,-72.5472174,41.6921354
locality,"East Haven, CT",1,2,0,0,0,-72.8684,41.2762,East Haven,CT,162,false,-72.8575486,41.2988471
localadmin,"Plainfield, CT",1,2,0,0,0,-71.9151,41.6765,Plainfield,CT,163,false,-71.8987199,41.6991708
localadmin,"Sterling, Ct",0,3,0,0,0,-71.8287,41.7076,Sterling,Ct,931,false,-71.818473,41.7025101
locality,"Moosup, Ct",1,3,0,0,0,-71.8809,41.7129,Moosup,Ct,932,false,-71.8757847,41.7172743
locality,"Washington, DC",0,1,0,0,0,0,0,Washington,DC,3,true,-77.0147149,38.9100617
localadmin,"Southport, FL",2,3,2,0,0,-81.35,28.45,Southport,FL,892,true,-85.774419,30.3494625
locality,"Coral Gables, FL",0,0,0,0,0,-80.2684,25.7215,Coral Gables,FL,659,false,-80.2716954,25.7059727
locality,"St. Cloud, FL",0,2,3,0,0,-81.2812,28.2489,St. Cloud,FL,961,false,-81.2779446,28.2362768
locality,"Elfers, FL",0,0,0,0,0,-82.7225,28.216391,Elfers,FL,952,false,-82.7230277,28.2139983
locality,"Gulfport, FL",1,2,1,0,0,-82.7034,27.7484,Gulfport,FL,623,false,-82.7099468,27.7500879
locality,"Pierron, IL",1,2,0,0,0,-89.52028,38.776391,Pierron,IL,760,false,-89.5644937,38.7772263
locality,"Pocahontas, IL",1,2,0,0,0,-89.5401,38.8278,Pocahontas,IL,761,false,-89.5393522,38.8233976
locality,"Panama, IL",1,2,0,0,0,-89.5243,39.0295,Panama,IL,772,false,-89.5245964,39.0290864
locality,"Mt. Sterling, IL",1,4,2,2,0,-90.7635,39.9873,Mt. Sterling,IL,968,false,-90.7641143,39.9853508
locality,"Cherry, IL",1,2,0,3,0,-89.2134,41.427,Cherry,IL,647,false,-89.2132756,41.4280068
localadmin,"La Moille, IL",1,2,0,0,0,-89.2798,41.5317,La Moille,IL,649,false,-89.3352037,41.5401879
locality,"Princeton, IL",1,2,0,0,0,-89.4648,41.3681,Princeton,IL,686,false,-89.4641006,41.3805732
localadmin,"Wyanet, IL",1,3,0,0,0,-89.584,41.3653,Wyanet,IL,694,false,-89.5682357,41.3651305
county,"Bureau, IL",1,3,2,2,0,-89.53,41.41,Bureau,IL,998,false,-89.528658,41.4041461
locality,"Hardin, IL",1,4,0,0,0,-90.6179,39.1567,Hardin,IL,865,false,-90.6248277,39.1591226
locality,"Ashland, IL",1,4,2,0,0,-90.0079,39.8878,Ashland,IL,857,false,-90.007876,39.8885367
locality,"Ivesdale, IL",0,0,0,0,0,-88.4553,39.9434,Ivesdale,IL,641,false,-88.4558203,39.9458041
locality,"Rantoul, IL",1,3,0,0,0,-88.1559,40.3084,Rantoul,IL,682,false,-88.1549422,40.3030526
locality,"Homer, IL",1,2,0,0,0,-87.9581,40.0348,Homer,IL,749,false,-87.9577498,40.0329849
locality,"Tolono, IL",1,3,0,0,0,-88.2589,39.9861,Tolono,IL,941,false,-88.2624836,39.9912519
locality,"Mahomet, IL",1,3,3,3,0,-88.4052,40.1951,Mahomet,IL,992,false,-88.3901097,40.1887628
locality,"Assumption, IL",1,4,2,0,0,-89.049,39.5203,Assumption,IL,822,false,-89.0477338,39.5180049
locality,"Pana, IL",1,4,2,0,0,-89.0801,39.3889,Pana,IL,883,false,-89.0643513,39.3828622
locality,"Martinsville, IL",1,4,0,0,0,-87.882,39.3356,Martinsville,IL,842,false,-87.8813128,39.338055
locality,"Marshall, IL",1,4,0,0,0,-87.6936,39.3914,Marshall,IL,843,false,-87.6900175,39.3985592
locality,"Casey, IL",0,4,3,0,0,-87.9918,39.2994,Casey,IL,844,false,-87.9897486,39.3030196
locality,"Westfield, IL",1,4,0,0,0,-87.9961,39.4564,Westfield,IL,953,false,-87.9964485,39.4555265
locality,"Flora, IL",1,2,3,3,0,-88.4856,38.6689,Flora,IL,778,false,-88.4758875,38.6688238
locality,"Beckemeyer, IL",1,4,0,0,0,-89.4359,38.6056,Beckemeyer,IL,802,false,-89.4322809,38.6058041
locality,"St. Rose, IL",1,4,0,3,0,-89.55,38.68,St. Rose,IL,806,false,-89.5536045,38.6826156
locality,"Carlyle, IL",1,3,0,0,0,-89.3726,38.6103,Carlyle,IL,807,false,-89.3735633,38.6217173
locality,"Bartelso, IL",1,4,0,3,0,-89.4665,38.5364,Bartelso,IL,809,false,-89.4670908,38.5370642
locality,"New Baden, IL",1,4,0,3,0,-89.7006,38.535,New Baden,IL,811,false,-89.707203,38.5367655
locality,"Trenton, IL",1,4,0,3,0,-89.6818,38.6051,Trenton,IL,812,false,-89.6852314,38.6083036
locality,"Germantown, IL",1,4,0,0,0,-89.5384,38.5537,Germantown,IL,813,false,-89.5412686,38.5552095
county,"Clinton County, IL",0,0,0,0,0,-89.42,38.61,Clinton County,IL,815,false,-89.4224791,38.6064579
locality,"Breese, IL",1,4,0,3,0,-89.527,38.6106,Breese,IL,816,false,-89.5231097,38.6138854
locality,"Aviston, IL",1,4,0,3,0,-89.6076,38.6067,Aviston,IL,817,false,-89.6087687,38.616245
locality,"Albers, IL",1,4,0,3,0,-89.6123,38.5434,Albers,IL,818,false,-89.6142879,38.5451794
locality,"Oakland, IL",1,3,2,2,0,-87.6039,41.8231,Oakland,IL,984,true,-88.0276513,39.6574886
localadmin,"Roanoke, IL",1,3,0,0,0,-87.63208,41.881573,Roanoke,IL,624,true,-89.2160318,40.7935008
locality,"Justice, IL",0,0,0,0,0,-87.8378,41.7445,Justice,IL,656,false,-87.8345205,41.7494755
locality,"Melrose Park, IL",0,0,0,0,0,-87.8567,41.9006,Melrose Park,IL,701,false,-87.8636402,41.9029931
locality,"Park Ridge, IL",0,0,0,0,0,-87.8406,42.0111,Park Ridge,IL,703,false,-87.8436204,42.012545
locality,"Orland Park, IL",2,2,0,0,0,-87.8539,41.6303,Orland Park,IL,704,false,-87.8619255,41.6074079
locality,"Lemont, IL",2,3,3,0,0,-88.0017,41.6736,Lemont,IL,720,false,-87.9837358,41.6694954
locality,"Franklin Park, IL",2,2,0,0,0,-87.8656,41.9353,Franklin Park,IL,725,false,-87.8792034,41.9359965
locality,"Forest Park, IL",2,3,0,0,0,-87.8137,41.8795,Forest Park,IL,727,false,-87.8156666,41.8683681
locality,"Bartlett, IL",2,2,0,0,0,-88.185,41.9908,Bartlett,IL,739,false,-88.2070841,41.9803987
locality,"Mount Prospect, IL",2,3,0,0,0,-87.9373,42.0664,Mount Prospect,IL,743,false,-87.9375382,42.0640985
locality,"Atwood, IL",1,2,0,3,0,-87.628191,41.883205,Atwood,IL,750,true,-88.4626496,39.7992446
locality,"Bridgeport, IL",1,2,0,0,0,-87.6512,41.8381,Bridgeport,IL,774,true,-87.7590352,38.7095766
locality,"Evergreen Park, IL",2,0,0,0,0,-87.7013,41.7201,Evergreen Park,IL,958,false,-87.7013379,41.7212771
locality,"Western Springs, IL",1,4,0,0,0,-87.9006,41.8098,Western Springs,IL,966,false,-87.900552,41.8022763
locality,"Elmwood Park, IL",0,0,0,0,0,-87.816,41.9206,Elmwood Park,IL,971,false,-87.8163263,41.9224581
locality,"Oak Park, IL",2,3,2,2,0,-87.7845,41.885,Oak Park,IL,972,false,-87.7899293,41.8871593
locality,"Oak Lawn, IL",2,3,3,3,0,-87.7581,41.7109,Oak Lawn,IL,973,false,-87.7527932,41.7138954
locality,"Kenilworth, IL",2,3,2,2,1,-87.7149,42.0895,Kenilworth,IL,976,false,-87.7145002,42.0888188
locality,"Wilmette, IL",2,3,3,3,0,-87.7239,42.0771,Wilmette,IL,980,false,-87.7282845,42.077056
locality,"Des Plaines, IL",1,3,3,3,0,-87.8874,42.0416,Des Plaines,IL,993,false,-87.9008549,42.0344807
locality,"Lyons, IL",1,3,2,2,0,-87.8233,41.8111,Lyons,IL,994,false,-87.8190948,41.8118536
locality,"Riverside, IL",1,3,3,3,0,-87.8153,41.8323,Riverside,IL,995,false,-87.8169737,41.8310132
locality,"Oblong, IL",1,4,3,2,0,-87.9089,39.002,Oblong,IL,775,false,-87.9106051,39.0022364
locality,"Robinson, IL",1,4,3,3,0,-87.7392,39.0053,Robinson,IL,776,false,-87.733287,39.0089293
locality,"Palestine, IL",1,2,0,0,0,-87.6128,39.0037,Palestine,IL,779,false,-87.612599,39.0016233
locality,"Jewett, IL",1,3,0,0,0,-88.2459,39.2078,Jewett,IL,764,false,-88.2430713,39.2077161
locality,"Toledo, IL",1,3,0,0,0,-88.2437,39.2736,Toledo,IL,765,false,-88.2421908,39.2727835
locality,"Greenup, IL",1,4,0,2,0,-88.1634,39.2478,Greenup,IL,848,false,-88.1597974,39.2483664
locality,"Neoga, IL",1,4,2,2,0,-88.4528,39.3195,Neoga,IL,987,false,-88.4502835,39.3216052
locality,"Sandwich, IL",1,3,3,3,0,-88.6217,41.6459,Sandwich,IL,996,false,-88.6178367,41.6496583
locality,"Tuscola, IL",1,2,3,0,0,-88.2831,39.7992,Tuscola,IL,797,false,-88.274969,39.796784
locality,"Villa Grove, IL",1,4,0,0,0,-88.1623,39.8628,Villa Grove,IL,963,false,-88.1599795,39.8644786
locality,"Lombard, IL",2,3,0,0,0,-88.0078,41.88,Lombard,IL,702,false,-88.0156898,41.8741213
locality,"Woodridge, IL",2,2,0,0,0,-88.0461,41.7474,Woodridge,IL,705,false,-88.0408199,41.7369877
locality,"Wood Dale, IL",2,3,0,0,0,-87.979,41.9634,Wood Dale,IL,706,false,-87.9807635,41.9667685
locality,"Winfield, IL",2,2,0,0,0,-88.1609,41.8617,Winfield,IL,707,false,-88.1507376,41.8785808
locality,"Willowbrook, IL",2,2,0,0,0,-87.9359,41.7698,Willowbrook,IL,708,false,-87.945413,41.7640105
locality,"Wheaton, IL",2,2,0,0,0,-88.1102,41.8647,Wheaton,IL,709,false,-88.1085301,41.8560738
locality,"Westmont, IL",2,3,0,0,0,-87.9756,41.7959,Westmont,IL,710,false,-87.9742034,41.7947891
locality,"West Chicago, IL",2,3,0,0,0,-88.204,41.8848,West Chicago,IL,711,false,-88.2252698,41.8959877
locality,"Wayne, IL",2,2,0,0,0,-88.2423,41.9509,Wayne,IL,712,false,-88.258488,41.9493968
locality,"Warrenville, IL",2,3,0,0,0,-88.1734,41.8178,Warrenville,IL,713,false,-88.1855519,41.8209315
locality,"Villa Park, IL",2,3,0,0,0,-87.9775,41.8891,Villa Park,IL,714,false,-87.977981,41.8865056
locality,"Roselle, IL",2,2,0,0,0,-88.0798,41.9848,Roselle,IL,715,false,-88.0860995,41.980914
locality,"Oakbrook Terrace, IL",2,2,0,0,0,-87.9645,41.85,Oakbrook Terrace,IL,716,false,-87.9689048,41.85387
locality,"Oak Brook, IL",2,2,0,0,0,-87.929,41.8328,Oak Brook,IL,717,false,-87.9516172,41.8373163
locality,"Lisle, IL",2,2,0,0,0,-88.0748,41.8011,Lisle,IL,719,false,-88.0888063,41.7918193
locality,"Itasca, IL",2,2,0,0,0,-88.0068,41.9752,Itasca,IL,722,false,-88.0182986,41.9771754
locality,"Hinsdale, IL",2,0,0,0,0,-87.937,41.8009,Hinsdale,IL,723,false,-87.9273216,41.8006362
locality,"Glendale Heights, IL",2,2,0,0,0,-88.09,41.91,Glendale Heights,IL,724,false,-88.0785173,41.919477
locality,"Elmhurst, IL",2,2,0,0,0,-87.9403,41.8995,Elmhurst,IL,730,false,-87.9432065,41.8973417
locality,"Downers Grove, IL",2,2,0,0,0,-88.0069,41.7946,Downers Grove,IL,731,false,-88.0171444,41.7948731
locality,"Darien, IL",2,3,0,0,0,-87.9803,41.75,Darien,IL,732,false,-87.9822104,41.7447621
locality,"Clarendon Hills, IL",2,3,0,0,0,-87.9548,41.7975,Clarendon Hills,IL,734,false,-87.956849,41.7980517
locality,"Burr Ridge, IL",2,2,0,0,0,-87.9184,41.7489,Burr Ridge,IL,735,false,-87.919933,41.7484954
locality,"Bloomingdale, IL",2,2,0,0,0,-88.0809,41.9575,Bloomingdale,IL,737,false,-88.0894669,41.9496536
