place_type,full_name,type,confirmed,sign,ordinance,showcase,orig_long,orig_lat,name,state,id,relocated_while_cleaning,x,y
locality,"Avilla, IN",1,3,0,0,0,-85.2389,41.3659,Avilla,IN,356,false,-85.2317273,41.3637398
localadmin,"Albion, IN",1,3,0,0,0,-85.4244,41.3956,Albion,IN,359,false,-85.4240689,41.3957565
locality,"Orleans, IN",1,3,0,0,0,-86.4517,38.6617,Orleans,IN,257,false,-86.4516392,38.6615278
county,"Adams, PA",1,2,0,0,0,-77.22,39.87,Adams,PA,38,false,-77.217879,39.8714487
locality,"Montezuma, IN",1,3,0,0,0,-87.3708,39.7928,Montezuma,IN,269,false,-87.3694223,39.7910559
locality,"Cannelton, IN",1,3,3,0,0,-86.7444,37.9114,Cannelton,IN,628,false,-86.7372341,37.9104658
county,"Perry County, IN",4,0,0,0,0,-86.64,38.08,Perry County,IN,631,false,-86.6380297,38.0796344
locality,"Winslow, IN",1,3,0,0,0,-87.2128,38.3823,Winslow,IN,217,false,-87.2130284,38.3833673
locality,"Petersburg, IN",1,3,0,0,0,-87.2786,38.492,Petersburg,IN,250,false,-87.2810091,38.4918799
locality,"Porter, IN",1,3,0,0,0,-87.0742,41.6157,Porter,IN,248,false,-87.080168,41.6257827
locality,"Kouts, IN",1,3,0,0,0,-87.0259,41.3167,Kouts,IN,296,false,-87.0265829,41.3171666
locality,"Hebron, IN",1,3,0,0,0,-87.2003,41.3186,Hebron,IN,304,false,-87.2018388,41.3246817
locality,"Winamac, IN",1,3,0,0,0,-86.6031,41.0514,Winamac,IN,219,false,-86.6036846,41.0535059
locality,"Francesville, IN",1,3,0,0,0,-86.8795,40.9853,Francesville,IN,312,false,-86.8836856,40.9852923
locality,"Roachdale, IN",1,3,2,0,0,-86.8022,39.8489,Roachdale,IN,922,false,-86.8004705,39.8491638
locality,"Ridgeville, IN",1,3,0,0,0,-85.0289,40.2892,Ridgeville,IN,245,false,-85.0284133,40.2920251
locality,"Parker City, IN",1,3,0,0,0,-85.2041,40.1889,Parker City,IN,251,false,-85.2037447,40.1897807
locality,"Lynn, IN",1,3,0,0,0,-84.9397,40.0498,Lynn,IN,289,false,-84.9424554,40.0487182
locality,"Farmland, IN",1,3,0,0,0,-85.9488915,39.677507,Farmland,IN,326,true,-85.1273295,40.1895334
locality,"Versailles, IN",1,3,0,0,0,-85.2519,39.072,Versailles,IN,226,false,-85.2566068,39.0634601
locality,"Osgood, IN",1,3,0,0,0,-85.2916,39.1292,Osgood,IN,255,false,-85.2928487,39.1285931
locality,"Walkerton, IN",1,3,0,0,0,-86.4831,41.4667,Walkerton,IN,225,false,-86.4825275,41.4656739
locality,"Osceola, IN",1,3,0,0,0,-86.0758,41.665,Osceola,IN,256,false,-86.0787685,41.6647233
locality,"New Carlisle, IN",1,3,0,0,0,-86.5095,41.7003,New Carlisle,IN,263,false,-86.49144,41.7018423
locality,"Austin, IN",1,3,0,0,0,-85.808,38.7584,Austin,IN,357,true,-85.8116962,38.7416872
locality,"Morristown, IN",1,2,0,0,0,-85.6982,39.6729,Morristown,IN,267,false,-85.7050543,39.6737894
locality,"Dale, IN",1,2,0,0,0,-86.99,38.1689,Dale,IN,339,false,-86.9801834,38.1769081
localadmin,"Fremont, IN",1,2,0,0,0,-84.9327,41.7309,Fremont,IN,310,false,-84.9156499,41.7306605
locality,"Shelburn, IN",1,3,0,0,0,-87.3936,39.1784,Shelburn,IN,236,false,-87.3971403,39.1791408
locality,"Farmersburg, IN",1,3,0,0,0,-87.382,39.2487,Farmersburg,IN,327,false,-87.3807224,39.2525188
locality,"Dugger, IN",1,3,0,0,0,-87.2614,39.07,Dugger,IN,333,false,-87.2590331,39.0703685
locality,"West Lafayette, IN",1,3,0,0,0,-86.9081,40.4259,West Lafayette,IN,222,false,-86.9238211,40.4432251
locality,"Windfall City, IN",1,3,0,0,0,-85.9564,40.3631,Windfall City,IN,218,false,-85.9583325,40.3618238
locality,"Fairview Park, IN",1,2,0,0,0,-87.412791,39.680331,Fairview Park,IN,328,false,-87.4142491,39.6820745
locality,"Cayuga, IN",1,2,0,0,0,-87.4597,39.9486,Cayuga,IN,345,false,-87.4645761,39.9473324
locality,"Seelyville, IN",1,3,0,0,0,-87.2672,39.492,Seelyville,IN,237,false,-87.2666833,39.493636
locality,"Williamsport, IN",1,3,0,0,0,-87.2939,40.2884,Williamsport,IN,220,false,-87.2922621,40.2884044
locality,"New Pekin, IN",1,3,0,0,0,-86.0169,38.5051,New Pekin,IN,259,false,-86.0151992,38.5029137
locality,"Campbellsburg, IN",1,3,0,0,0,-86.2611,38.6514,Campbellsburg,IN,347,false,-86.2613379,38.651405
locality,"Milton, IN",1,3,0,0,0,-85.1552,39.7881,Milton,IN,272,false,-85.1562947,39.7862242
locality,"Dublin, IN",1,3,0,0,0,-85.2089,39.8123,Dublin,IN,334,false,-85.2055581,39.8126951
locality,"Ossian, IN",1,3,0,0,0,-85.1664,40.8806,Ossian,IN,254,false,-85.1682726,40.8769826
locality,"Wolcott, IN",1,3,0,0,0,-87.0417,40.7581,Wolcott,IN,216,false,-87.0420996,40.7590389
localadmin,"Monon, IN",1,3,0,0,0,-86.8789,40.8678,Monon,IN,271,false,-86.877633,40.8706547
locality,"Burnettsville, IN",1,2,0,0,0,-86.5936,40.7612,Burnettsville,IN,350,false,-86.5946851,40.7612054
locality,"Tri-Lakes, IN",3,3,0,0,0,-85.443,41.2504,Tri-Lakes,IN,229,false,-85.4433186,41.2507154
locality,"Malvern, IA",1,3,1,0,0,-95.5853,41.0028,Malvern,IA,929,false,-95.5841501,41.0037625
county,"Barber County, KS",4,2,0,0,0,-98.945,37.09333,Barber County,KS,288,false,-98.6847857,37.2288356
county,"Butler County, KS",4,2,0,0,0,-96.8333,37.7833,Butler County,KS,277,false,-96.8390673,37.781274
locality,"Towanda, KS",1,0,0,0,0,-96.9998,37.7975,Towanda,KS,599,false,-96.9962905,37.7953939
county,"Chase County, KS",4,2,0,0,0,-96.5833,38.3,Chase County,KS,203,false,-96.5939323,38.3020499
county,"Cheyenne County, KS",4,0,0,0,0,-101.8,39.8,Cheyenne County,KS,593,false,-101.7311008,39.7858692
county,"Clark County, KS",4,2,0,0,0,-99.8333,37.2333,Clark County,KS,320,false,-99.8203084,37.2355201
county,"Cloud County, KS",4,2,0,0,0,-97.66,39.57,Cloud County,KS,287,false,-97.6492854,39.4802943
county,"Coffey County, KS",4,2,0,0,0,-95.75,38.19,Coffey County,KS,201,false,-95.7341124,38.2368368
county,"Comanche County, KS",4,0,0,0,0,-99.2667,37.1833,Comanche County,KS,594,false,-99.2718725,37.1912801
county,"Decatur County, KS",4,0,0,0,0,-100.467,39.8,Decatur County,KS,578,false,-100.4598988,39.7847585
county,"Dickinson County, KS",4,2,0,0,0,-97.1667,38.8833,Dickinson County,KS,207,false,-97.1527028,38.8664975
locality,"Herington, KS",1,2,0,0,0,-96.9425,38.6711,Herington,KS,604,false,-96.8670367,38.6862565
locality,"Denton, KS",0,3,0,0,0,-95.2694,39.7328,Denton,KS,949,true,-95.2695397,39.7319369
county,"Edwards County, KS",4,2,0,0,0,-99.2667,37.8833,Edwards County,KS,278,false,-99.3121766,37.8876477
county,"Elk County, KS",4,0,0,0,0,-96.2333,37.45,Elk County,KS,592,false,-96.2440908,37.4536881
county,"Ellis County, KS",4,2,0,0,0,-99.3167,38.9167,Ellis County,KS,280,false,-99.3172318,38.9147542
county,"Ellsworth County, KS",4,2,0,0,0,-98.21278,38.65444,Ellsworth County,KS,210,false,-98.2047316,38.6966262
county,"Finney County, KS",4,2,0,0,0,-100.85583,37.96056,Finney County,KS,281,false,-100.7369887,38.0443031
county,"Ford County, KS",4,2,0,0,0,-100.02495356003,37.755100964086,Ford County,KS,284,false,-99.8879445,37.6917022
county,"Gove County, KS",4,0,0,0,0,-100.49667,38.92,Gove County,KS,591,false,-100.4829037,38.9160968
locality,"Ulysses, KS",1,0,0,0,0,-101.3552,37.5814,Ulysses,KS,598,false,-101.3546965,37.5773984
county,"Gray County, KS",4,2,0,0,0,-100.433,37.7333,Gray County,KS,317,false,-100.4378639,37.7381982
county,"Greeley County, KS",4,0,0,0,0,-101.833,38.4667,Greeley County,KS,590,false,-101.8059652,38.4805282
county,"Greenwood County, KS",4,2,0,0,0,-96.2667,37.8667,Greenwood County,KS,205,false,-96.2326349,37.8777866
county,"Hamilton County, KS",4,2,0,0,0,-101.667,38.0167,Hamilton County,KS,283,false,-101.791257,37.9991482
locality,"Anthony, KS",1,2,3,0,0,-98.0312,37.1534,Anthony,KS,605,false,-98.0418543,37.1588598
county,"Haskell County, KS",4,0,0,0,0,-100.867,37.5667,Haskell County,KS,597,false,-100.871192,37.5622507
county,"Hodgeman County, KS",4,2,0,0,0,-100.17139,38.04389,Hodgeman County,KS,208,false,-99.8979405,38.0874836
county,"Jewell county, KS",4,0,0,0,0,-97.99667,39.6125,Jewell county,KS,581,false,-98.2183398,39.7847342
locality,"De Soto, KS",1,0,0,0,0,-94.9686,38.9792,De Soto,KS,601,false,-94.9550086,38.9687341
county,"Kearney County, KS",4,2,0,0,0,-101.14833,38.00806,Kearney County,KS,318,false,-101.3198613,38.0001906
county,"Kiowa County, KS",4,0,0,0,0,-99.2833,37.5667,Kiowa County,KS,589,false,-99.2860465,37.5582622
locality,"Altamont, KS",1,0,0,3,0,-95.2972,37.1903,Altamont,KS,606,false,-95.2897021,37.1876678
county,"Lane County, KS",4,0,0,0,0,-100.467,38.4667,Lane County,KS,588,false,-100.4664016,38.4813049
county,"Lincoln County, KS",4,0,0,0,0,-98.2,39.05,Lincoln County,KS,587,false,-98.2076946,39.0453262
county,"Logan County, KS",4,2,0,0,0,-101.133,38.9,Logan County,KS,315,false,-101.1483916,38.9173353
county,"McPherson County, KS",4,0,0,0,0,-97.67247,38.38077,McPherson County,KS,577,false,-97.648084,38.3916604
locality,"Moundridge, KS",1,0,0,0,0,-97.5192,38.2031,Moundridge,KS,600,false,-97.5150144,38.2020835
locality,"Hillsboro, KS",1,3,0,0,0,-97.2038,38.3535,Hillsboro,KS,896,false,-97.1991613,38.3527503
county,"Mitchell County, KS",4,0,0,0,0,-98.2,39.4,Mitchell County,KS,580,false,-98.2093654,39.3932648
locality,"White City, KS",1,0,1,0,1,-96.7358,38.7956,White City,KS,928,false,-96.7349251,38.793834
county,"Morton County, KS",4,0,0,0,0,-101.8,37.2,Morton County,KS,586,false,-101.7992592,37.1913931
locality,"Seneca, KS",0,3,0,0,0,-96.0642,39.8342,Seneca,KS,698,false,-96.0696106,39.8379958
county,"Ness County, KS",4,0,0,0,0,-99.6875,38.45806,Ness County,KS,585,false,-99.9161775,38.479417
locality,"Osage City, KS",1,3,0,0,0,-95.8258,38.6339,Osage City,KS,959,false,-95.8218167,38.6336439
county,"Osborne County, KS",4,2,0,0,0,-98.665,39.5325,Osborne County,KS,212,false,-98.7679924,39.3503322
county,"Ottawa County, KS",4,2,0,0,0,-97.6667,39.1333,Ottawa County,KS,279,false,-97.650213,39.1325347
county,"Pawnee County, KS",4,2,0,0,0,-99.2,38.15,Pawnee County,KS,209,false,-99.2367291,38.1813323
county,"Phillips County, KS",4,2,0,0,0,-99.35,39.8,Phillips County,KS,206,false,-99.3470232,39.7845834
county,"Pratt County, KS",4,2,0,0,0,-98.74,37.65667,Pratt County,KS,202,false,-98.7395992,37.6477346
county,"Rawlins County, Ks",4,0,0,0,0,-100.81028,39.70333,Rawlins County,Ks,583,false,-101.0757055,39.7852387
county,"Republic County, KS",4,0,0,0,0,-97.42444,39.95944,Republic County,KS,579,false,-97.6506192,39.8277933
county,"Rice County, KS",4,2,0,0,0,-98.2,38.35,Rice County,KS,211,false,-98.201031,38.3471441
county,"Rooks County, KS",4,2,0,0,0,-99.10194,39.45139,Rooks County,KS,282,false,-99.3250569,39.3502322
county,"Rush County, KS",4,2,0,0,0,-99.3,38.5167,Rush County,KS,321,false,-99.3092406,38.5231629
locality,"Russell, KS",1,3,0,0,0,-98.8598,38.8953,Russell,KS,946,false,-98.8513866,38.8874555
locality,"Derby, KS",1,0,0,0,0,-97.2689,37.5456,Derby,KS,602,false,-97.2551771,37.5571348
locality,"Haysville, KS",0,3,0,0,0,-97.3523,37.5645,Haysville,KS,950,false,-97.3526834,37.5647612
county,"Seward County, KS",4,0,0,0,0,-100.833,37.2,Seward County,KS,575,false,-100.8512881,37.1933046
county,"Sheridan County, KS",4,2,0,0,0,-100.433,39.35,Sheridan County,KS,323,false,-100.4418344,39.3503584
county,"Sherman County, KS",4,0,0,0,0,-101.717,39.35,Sherman County,KS,582,false,-101.7199796,39.3514364
county,"Stanton County, KS",4,2,0,0,0,-101.783,37.5667,Stanton County,KS,322,false,-101.7841793,37.5630598
county,"Stevens County, KS",4,2,0,0,0,-101.3,37.2,Stevens County,KS,316,false,-101.3120532,37.1923189
county,"Sumner County, KS",4,2,0,0,0,-97.4833,37.2333,Sumner County,KS,204,false,-97.4765476,37.2372696
county,"Thomas County, KS",4,2,0,0,0,-101.05,39.35,Thomas County,KS,319,false,-101.0555309,39.3509676
county,"Trego County, KS",4,2,0,0,0,-100.065,39.00833,Trego County,KS,285,false,-99.8727325,38.9143257
county,"Wallace County, KS",4,2,0,0,0,-101.57583,38.76444,Wallace County,KS,286,false,-101.763572,38.9166613
county,"Wichita County, KS",4,0,0,0,0,-101.35,38.4667,Wichita County,KS,584,false,-101.3473522,38.4820793
county,"Woodson County, KS",4,0,0,0,0,-95.72444,37.84278,Woodson County,KS,576,false,-95.7401627,37.8866713
locality,"Petersburg, KY",3,4,0,0,0,-84.8683,39.0692,Petersburg,KY,662,false,-84.857224,39.0530669
locality,"Fort Thomas, KY",1,2,0,3,0,-84.4483,39.0786,Fort Thomas,KY,532,false,-84.4517924,39.0801468
locality,"Caneyville, KY",1,3,0,0,0,-86.4883,37.4242,Caneyville,KY,528,false,-86.4905588,37.4241488
county,"Marshall County, KY",4,3,0,0,0,-88.34,36.88,Marshall County,KY,531,false,-88.3293799,36.8834485
locality,"Savage, MD",3,4,0,4,0,-76.8317325,39.144487,Savage,MD,1,false,-76.8227845,39.1485101
locality,"Tilghman Island, MD",1,3,3,3,1,-76.339875,38.69275,Tilghman Island,MD,911,false,-76.3354612,38.7016375
locality,"Marblehead, MA",1,0,0,0,0,-70.8578,42.5001,Marblehead,MA,10,false,-70.8640306,42.4989275
localadmin,"Groton, MA",1,0,0,0,0,-71.5745,42.6112,Groton,MA,2,false,-71.5614129,42.6136689
locality,"Quincy, MA",1,2,0,0,0,-71.0023,42.2529,Quincy,MA,161,false,-71.0213042,42.249555
locality,"Mancelona, MI",1,2,0,0,0,-85.0609,44.9022,Mancelona,MI,405,false,-85.0612705,44.9024177
locality,"Marshall, MI",1,2,0,0,0,-84.9642,42.2721,Marshall,MI,561,false,-84.9598637,42.2618035
locality,"Flushing, MI",1,0,0,0,0,-83.8511,43.0631,Flushing,MI,30,false,-83.8403239,43.0637068
locality,"Linden, MI",1,2,0,0,0,-83.7825,42.8145,Linden,MI,406,false,-83.781077,42.81938
locality,"Fenton, MI",1,3,0,0,0,-83.7049,42.7978,Fenton,MI,895,false,-83.7143842,42.7993847
locality,"Bessemer, MI",1,2,0,0,0,-90.053,46.4813,Bessemer,MI,371,false,-90.0498286,46.4775792
locality,"Traverse City, MI",1,2,0,0,0,-85.6165,44.7606,Traverse City,MI,403,false,-85.603743,44.7545092
locality,"Sebewaing, MI",1,2,0,0,0,-83.4511,43.7322,Sebewaing,MI,370,false,-83.450578,43.732018
locality,"Harbor Beach, MI",1,3,0,0,0,-82.6513,43.8447,Harbor Beach,MI,545,false,-82.6559875,43.845393
locality,"Bad Axe, MI",1,2,0,0,0,-83.0008,43.802,Bad Axe,MI,546,false,-82.9983902,43.8044096
locality,"Portage, MI",1,2,0,0,0,-85.58,42.2012,Portage,MI,46,false,-85.5905603,42.2000307
locality,"Climax, MI",1,2,0,0,0,-85.335,42.2384,Climax,MI,408,false,-85.3360212,42.2383028
locality,"Vicksburg, MI",1,2,0,0,0,-85.5328,42.12,Vicksburg,MI,562,false,-85.5413591,42.1185151
locality,"Galesburg, MI",1,2,0,0,0,-85.4181,42.2887,Galesburg,MI,563,false,-85.4182673,42.2911247
locality,"Kalamazoo, MI",1,1,0,0,0,-85.5872,42.2917,Kalamazoo,MI,667,false,-85.588166,42.2749254
locality,"Rockford, MI",1,2,0,0,0,-85.5596,43.1197,Rockford,MI,492,false,-85.5581895,43.1266783
locality,"Brown City, MI",1,2,0,0,0,-82.9897,43.2122,Brown City,MI,544,false,-82.9878454,43.2114862
locality,"Hudson, MI",1,2,0,0,0,-84.3538,41.855,Hudson,MI,560,false,-84.3450868,41.8569101
locality,"Pinckney, MI",1,2,0,0,0,-83.9463,42.4567,Pinckney,MI,376,false,-83.9456714,42.4542854
locality,"Sterling Heights, MI",1,2,0,0,0,-83.0302,42.5803,Sterling Heights,MI,42,false,-83.0304446,42.5808832
locality,"Utica, MI",1,2,0,0,0,-83.0335,42.6261,Utica,MI,490,false,-83.0219398,42.6289521
locality,"Richmond, MI",1,2,0,0,0,-82.7558,42.8092,Richmond,MI,493,false,-82.751735,42.8093498
locality,"New Baltimore, MI",1,2,0,0,0,-82.7369,42.6811,New Baltimore,MI,494,false,-82.7397938,42.6903836
locality,"Fraser, MI",1,2,0,0,0,-82.9494,42.5392,Fraser,MI,495,false,-82.9496257,42.5387814
locality,"Marquette, MI",1,2,0,0,0,-87.3964,46.5435,Marquette,MI,372,false,-87.4083091,46.5438214
locality,"Ishpeming, MI",1,2,0,0,0,-87.6676,46.4885,Ishpeming,MI,375,false,-87.6657976,46.4862111
locality,"Menominee, MI",1,2,0,0,0,-87.6145,45.1077,Menominee,MI,488,false,-87.6233837,45.1220573
locality,"Fremont, MI",1,3,0,0,0,-85.942,43.4675,Fremont,MI,672,false,-85.9536097,43.4633279
locality,"Troy, MI",1,2,0,0,0,-83.1499,42.6056,Troy,MI,40,false,-83.1457383,42.5817445
locality,"Lathrup Village, MI",1,2,0,0,0,-83.2227,42.4964,Lathrup Village,MI,41,false,-83.2272786,42.4920842
locality,"Wixom, MI",1,2,0,0,0,-83.5363,42.5248,Wixom,MI,401,false,-83.5346037,42.5243105
locality,"Ontonagon, MI",1,2,0,0,0,-89.314,46.8711,Ontonagon,MI,374,false,-89.3121529,46.8664
locality,"Coopersville, MI",1,2,0,0,0,-85.9348,43.0639,Coopersville,MI,39,false,-85.9341063,43.0657949
locality,"Algonac, MI",1,2,0,0,0,-82.531,42.6184,Algonac,MI,487,false,-82.5346614,42.6215867
locality,"St. Clair, MI",1,2,0,0,0,-82.486,42.8209,St. Clair,MI,489,false,-82.4957815,42.8262649
locality,"Marine City, MI",1,2,0,0,0,-82.4921,42.7195,Marine City,MI,520,false,-82.5042049,42.714469
locality,"Marysville, MI",1,2,0,0,0,-82.4869,42.9125,Marysville,MI,521,false,-82.4826704,42.9087513
locality,"White Pigeon, MI",1,2,0,0,0,-85.6433,41.7981,White Pigeon,MI,44,false,-85.648452,41.7977873
locality,"Lexington, MI",1,2,0,0,0,-82.5308,43.2681,Lexington,MI,407,false,-82.5370053,43.2672387
locality,"Marlette, MI",1,3,0,0,0,-83.0802,43.327,Marlette,MI,543,false,-83.0807716,43.3268079
locality,"Manistique, MI",1,2,0,0,0,-86.2463,45.9578,Manistique,MI,404,false,-86.2508314,45.9591746
locality,"Caro, MI",1,3,0,0,0,-83.3969,43.4911,Caro,MI,655,false,-83.4025015,43.4890577
locality,"Hartford, MI",1,2,0,0,0,-86.1667,42.2067,Hartford,MI,45,false,-86.1661126,42.2046816
locality,"Taylor, MI",1,0,0,0,0,-83.2697,42.2409,Taylor,MI,157,false,-83.2688148,42.2260508
locality,"Allen Park, MI",1,0,0,0,0,-83.211,42.2575,Allen Park,MI,158,false,-83.2107185,42.2594865
locality,"Trenton, MI",1,2,0,0,0,-83.1801,42.1407,Trenton,MI,402,false,-83.1934067,42.1396737
locality,"Rockwood, MI",1,2,0,0,0,-83.2466,42.0709,Rockwood,MI,491,false,-83.2429912,42.0704849
locality,"Dearborn Heights, MI",2,2,0,0,0,-83.2733,42.337,Dearborn Heights,MI,533,false,-83.2768805,42.3164037
locality,"Mankato, MN",1,2,0,0,0,-93.9994,44.1635,Mankato,MN,675,false,-93.9772541,44.1714788
locality,"New Ulm, MN",1,2,0,0,0,-94.4605,44.3125,New Ulm,MN,674,false,-94.4684687,44.3120315
locality,"Granite Falls, MN",1,3,0,0,0,-95.5456,44.81,Granite Falls,MN,664,false,-95.5379253,44.8107483
locality,"Redwood Falls, MN",1,2,0,0,0,-95.1164,44.5394,Redwood Falls,MN,530,false,-95.1030758,44.5469567
localadmin,"Biwabik, MN",1,0,0,0,0,-92.37,47.51,Biwabik,MN,671,false,-92.3721832,47.4953125
locality,"Paynesville, MN",1,2,0,0,0,-94.7119,45.3805,Paynesville,MN,670,false,-94.7215897,45.3785194
locality,"Waseca, MN",1,2,0,0,0,-93.5076,44.0777,Waseca,MN,665,false,-93.5029054,44.0826974
locality,"Stillwater, MN",1,3,0,0,0,-92.8135,45.0564,Stillwater,MN,529,false,-92.8312699,45.057274
locality,"Stockton, MO",1,3,0,0,0,-93.796,37.6989,Stockton,MO,900,false,-93.7960222,37.697025
locality,"Kearney, MO",0,3,3,0,0,-94.3622,39.3678,Kearney,MO,924,false,-94.3598107,39.3550586
locality,"Holt, MO",0,3,1,0,0,-94.3422,39.4528,Holt,MO,925,false,-94.3366233,39.4553176
locality,"Ferguson, MO",2,1,4,4,0,-90.3054,38.7442,Ferguson,MO,369,false,-90.2949842,38.7489947
locality,"Galena, MO",0,3,0,0,0,-93.4666,36.8053,Galena,MO,947,false,-93.4709344,36.8053388
locality,"Glendive, MT",1,3,3,0,0,-104.7125,47.1053,Glendive,MT,948,false,-104.7069044,47.1101865
locality,"Roundup, MT",1,2,1,0,0,-108.5418,46.4452,Roundup,MT,935,false,-108.5401452,46.4484562
county,"Adams County, NE",4,2,0,0,0,-98.5,40.52,Adams County,NE,486,false,-98.5012059,40.5244704
county,"Arthur County, NE",4,2,0,0,0,-101.7,41.57,Arthur County,NE,557,false,-101.6958345,41.5688988
county,"Banner County, NE",4,2,0,0,0,-103.72,41.54,Banner County,NE,556,false,-103.7104607,41.5459359
county,"Blaine County, NE",4,2,0,0,0,-99.98,41.93,Blaine County,NE,462,false,-99.9768992,41.9127628
county,"Boone County, NE",4,2,0,0,0,-98.06,41.7,Boone County,NE,453,false,-98.0672569,41.7067833
county,"Box Butte, NE",4,2,0,0,0,-103.08,42.21,Box Butte,NE,483,false,-103.0857055,42.2197561
county,"Boyd County, NE",4,2,0,0,0,-98.77,42.9,Boyd County,NE,456,false,-98.7664573,42.8996832
county,"Brown County, NE",4,2,0,0,0,-99.93,42.44,Brown County,NE,460,false,-99.9295077,42.4300213
county,"Buffalo County, NE",4,2,0,0,0,-99.07,40.86,Buffalo County,NE,498,false,-99.0749689,40.8551529
locality,"Holdredge, NE",1,2,0,0,0,-96.12438,40.826937,Holdredge,NE,567,true,-99.3773152,40.4394377
locality,"Wynot, NE",0,0,0,0,0,-97.1692,42.7403,Wynot,NE,951,false,-97.1697422,42.739809
county,"Chase County, NE",4,2,0,0,0,-101.69,40.53,Chase County,NE,555,false,-101.6979516,40.5241972
county,"Cherry County, NE",4,0,0,0,0,-101.12,42.54,Cherry County,NE,505,false,-101.1185784,42.5449317
county,"Clay County, NE",4,2,0,0,0,-98.05,40.52,Clay County,NE,447,false,-98.0512838,40.5244389
county,"Colfax County, NE",4,2,0,0,0,-97.09,41.58,Colfax County,NE,522,false,-97.0864581,41.5740258
county,"Cuming County, NE",4,2,0,0,0,-96.79,41.92,Cuming County,NE,554,false,-96.7874017,41.9164084
locality,"Jackson, NE",1,2,0,0,0,-96.5648,42.4486,Jackson,NE,438,false,-96.5788305,42.4506777
county,"Dawes County, NE",4,2,0,0,0,-103.14,42.71,Dawes County,NE,501,false,-103.1354165,42.7197386
county,"Dawson County, NE",4,2,0,0,0,-99.81,40.87,Dawson County,NE,512,false,-99.8195611,40.8699402
locality,"Lexington, NE",1,2,0,0,0,-99.7415,40.7808,Lexington,NE,558,false,-99.7461543,40.7779586
county,"Deuel County, NE",4,2,0,0,0,-102.33,41.11,Deuel County,NE,553,false,-102.3340054,41.1115865
county,"Dixon County, NE",4,2,0,0,0,-96.87,42.5,Dixon County,NE,542,false,-96.8677213,42.4930991
county,"Dodge County, NE",4,2,0,0,0,-96.65,41.58,Dodge County,NE,497,false,-96.6539815,41.5778855
county,"Douglas County, NE",2,2,0,0,0,-96.15,41.3,Douglas County,NE,481,false,-96.1544812,41.2953536
county,"Dundy County, NE",4,2,0,0,0,-101.69,40.18,Dundy County,NE,541,false,-101.6879573,40.1762378
county,"Fillmore County, NE",4,2,0,0,0,-97.6,40.52,Fillmore County,NE,446,false,-97.5964978,40.5246667
county,"Franklin County, NE",4,2,0,0,0,-98.95,40.18,Franklin County,NE,540,false,-98.9527918,40.1763453
county,"Frontier County, NE",4,2,0,0,0,-100.39,40.53,Frontier County,NE,466,false,-100.3942017,40.5300828
county,"Furnas County, NE",4,2,0,0,0,-99.91,40.17,Furnas County,NE,461,false,-99.9122747,40.1764689
county,"Gage County, NE",4,2,0,0,0,-96.69,40.27,Gage County,NE,496,false,-96.6894437,40.2619277
locality,"Wymore, NE",1,2,0,0,0,-96.6625,40.1222,Wymore,NE,565,false,-96.6642989,40.1220964
county,"Garden County, NE",4,2,0,0,0,-102.34,41.62,Garden County,NE,539,false,-102.3354062,41.6194183
county,"Garfield County, NE",4,2,0,0,0,-98.98,41.89,Garfield County,NE,538,false,-98.9913906,41.9143636
county,"Gosper County, NE",4,2,0,0,0,-99.82,40.5,Gosper County,NE,537,false,-99.8307068,40.5148157
county,"Grant County, NE",4,2,0,0,0,-101.74,41.92,Grant County,NE,471,false,-101.740575,41.9150154
county,"Greeley County, NE",4,2,0,0,0,-98.52,41.56,Greeley County,NE,519,false,-98.5212453,41.5674385
county,"Hall County, NE",4,2,0,0,0,-98.5,40.87,Hall County,NE,484,false,-98.5021822,40.8725726
county,"Hamilton County, NE",4,2,0,0,0,-98.02,40.88,Hamilton County,NE,441,false,-98.022859,40.8730403
county,"Harlan County, NE",4,2,0,0,0,-99.4,40.17,Harlan County,NE,511,false,-99.4046415,40.1764955
county,"Hayes County, NE",4,2,0,0,0,-101.06,40.53,Hayes County,NE,536,false,-101.0618397,40.5247835
county,"Hitchcock County, NE",4,2,0,0,0,-101.04,40.18,Hitchcock County,NE,465,false,-101.0422759,40.1763512
county,"Holt County, NE",4,2,0,0,0,-98.78,42.46,Holt County,NE,444,false,-98.7838452,42.4557118
locality,"ONeill, NE",1,2,0,0,0,-98.64,42.46,ONeill,NE,571,false,-98.6464863,42.4610137
county,"Hooker County, NE",4,2,0,0,0,-101.14,41.89,Hooker County,NE,535,false,-101.1353334,41.9159086
county,"Howard County, NE",4,2,0,0,0,-98.52,41.22,Howard County,NE,454,false,-98.5170937,41.22004
county,"Johnson County, NE",4,2,0,0,0,-96.27,40.4,Johnson County,NE,534,false,-96.265097,40.3926303
county,"Kearney County, NE",4,2,0,0,0,-98.95,40.51,Kearney County,NE,526,false,-98.9480225,40.5067067
county,"Keith County, NE",4,2,0,0,0,-101.66,41.2,Keith County,NE,518,false,-101.6613949,41.1987913
county,"Keya Paha County, NE",2,4,0,0,0,-99.72,42.88,Keya Paha County,NE,445,false,-99.7123443,42.8788296
county,"Kimball County, NE",4,2,0,0,0,-103.71,41.2,Kimball County,NE,464,false,-103.7149127,41.1976546
county,"Knox County, NE",4,2,0,0,0,-97.88,42.63,Knox County,NE,443,false,-97.8918983,42.6367832
